GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"295743EF-7CD7-85FD-EE84-4F22FA557FDB";"Картофель спасет от многих недуг";;"T5IjQ4Trf80";"Фитофтороз картофеля - опасное заболевание";"http://ogorodsadovod.com/entry/813-fitoftoroz-kartofelya-opasnoe-zabolevanie";"И тогда над зелеными подопечными необходимо очень хорошо потрудится, чтобы спасти их от гибели. ... Фитофтороз картофеля - это очень опасное заболевание, которое широко распространено среди многих пасленовых, в том числе ... Более всего этот недуг распространяется в условиях повышенной ...";"Картофельные ростки в народной медицине | Столетник";"https://100letzhivi.ru/nastojka-na-kartofelnyh-rostkah-primenenie/";"12 фев 2017 ... Настойка из ростков картофеля – еще одно забытое народное средство ... являются прекрасным средством для лечения многих недугов. ... только аптечные дорогостоящие препараты, но и спасет от скальпеля.";"Спасет ли картофель пересоленный суп? : pracooking";"https://pracooking.livejournal.com/66370.html";"Результат зависит от многих входящих. Но прежде, чем вылить суп или жаркое, можно попробовать спасти его при помощи сахара, уксуса или ..."
"1BA3F127-F9E2-1F95-9397-0301603F443B";"Как бороться с ожирением медикаментозно";;"kcv3WNB8OSc";"Ожирение 3 степени: с чего начать лечение, правильное ...";"https://hudeyko.ru/ozhirenie-3-stepeni.html";"Насколько опасно для здоровья и жизни ожирение 3 степени: перечень последствий. ... Если же приходиться бороться с патологией в домашних условиях, медики ... Во-первых, врач назначает медикаментозное лечение.";"Ожирение 3 степени: лечение, питание, прогнозы";"http://anukapohudei.ru/tretya-stepen-ozhireniya";"Когда ожирение достигло третьей степени простой диетой и ... Диета и питание; Физические нагрузки; Гомеопатия может помочь; Медикаментозное ... Вам также будет интересно: Что такое предожирение и как с ним бороться .";"Медикаментозное лечение ожирения - vseputem.net";"http://vseputem.net/vse-o-lishnem-vese/172-drug-treatment-of-obesity";"Ожирение — это комплексное заболевание, с многофакторными причинами, ... Не всем пациентам подходит медикаментозное лечение, но даже если после .... профилактика и борьба с ожирением - К.: Джерело життя, 2006 158с ."
"35A464C9-C02D-743C-EC36-8F650B10B32A";"Как забеременеть при высоком ТТГ";;"q22cmM-Ek0k";"Что зависит от гормона ТТГ при планировании беременности?";"https://detstrana.ru/article/planirovanie/podgotovka-k-zachatiyu/chto-zavisit-ot-gormona-ttg-pri-planirovanii-beremennosti/";"23 мар 2016 ... Низкий уровень периферических гормонов при высоком ТТГ может привести к серьёзным обменным нарушениям в яичниках с ...";"Планирование беременности при повышенном ТТГ: ru_perinatal";"https://ru-perinatal.livejournal.com/19816983.html";"Наконец-то сдала гормоны- все в норме, кроме ТТГ (TSH), он повышен почти в 2 раза. ... и у меня и кто смог забеременеть, выносить и родить здорового малыша ..... Я забеременнела при повышенном ттг, в пять недель пошла к ...";"Высокий ТТГ, хочу родить!!!!! - обсуждение на форуме Ека-мама ...";"http://eka-mama.ru/forum/part277/topic199502/";"Обсуждение темы Высокий ТТГ, хочу родить!!!!! на форуме ... тиреоидита и при этом хотел забеременеть, выносить здоровое дитя и ..."
"6B6FC969-28B4-5E3C-8091-3D3DFDC7D296";"Как избавиться от растяжек с помощью операции";;"hHvrlxRv66s";"Как избавиться от растяжек - Пластическая хирургия Беларусь";"http://www.plasticsurgery.by/bottom1/kak-izbavitsya-ot-rastyazhek";"26 июн 2014 ... Устранение стрий с помощью пластической операции даст ... вопрос, можно избавиться от появившихся изменений груди – растяжек, ...";"Избавление от растяжек и стрий: цены в Москве - Telo's Beauty";"https://www.telosbeauty.ru/services/rastyazhki-strii.html";"Качественное выполнение операций от ведущих специалистов. ... Как избавиться от растяжек: лазерное удаление ... Избавление от растяжек на груди после родов часто проводится с помощью аппликаций со спирулиной.";"Красивая фигура после родов: что может пластическая хирургия ...";"https://www.7ya.ru/article/Krasivaya-figura-posle-rodov-chto-mozhet-plasticheskaya-hirurgiya/";"Пластические операции: подтяжка груди, растяжки, липосакция, ... можно сгладить и уменьшить с помощью химического пилинга или лазерной шлифовки. ... Чтобы избавиться от них, проводят липосакцию, она помогает устранить ..."
"A2D309D2-9E07-FDE7-7DD6-5C094327A58D";"Как выглядит и зачем нужна пластинка для зубов";;"h6k3tXtUcIA";"Как выглядит пластинка для зубов и для чего она ... - Дантист.ТВ";"http://dantist.tv/ortodontia/167-plastinka-dlya-zubov-cena-i-foto.html";"Как выглядит пластинка для зубов и чем она отличается от брекетов. Не всем от ... Обычно присутствует и регулирующий винт, но иногда он не нужен.";"Пластинка для зубов: когда и как применяется, преимущества и ...";"http://prozubki.com/lechenie/ortodontiya/ispravlenie-prikusa-pri-pomoschi-plastinki-dlya-zubov-611.html";"Пластинка для зубов на нижнюю и верхнюю челюсть, ортодонтические ... Почему важно носить пластинку; Виды конструкций и особенности их ...";"Пластинка на зубы - поставить пластину для выравнивания ...";"https://healthydent.ua/vyravnivanie-zubov/plastinka-na-zuby";"Что лучше для ребенка - брекеты или пластинка для зубов? ... Зачем нужно исправлять прикус; Коррекция прикуса у детей; Функции пластин ... Так выглядит пластина изнутри ... Еще один недостаток – при ношении пластин на зубы для детей за гигиеной полости рта нужен постоянный контроль взрослых."
"EFCE71E9-9975-D3A4-18F4-46D13A24F0D3";"Какие успокоительные есть для беременных";;;"успокоительные для беременных - бэби.ру";"https://www.baby.ru/blogs/post/11398469-9727474/";"15 сен 2010 ... Но какое именно успокоительное при беременности можно ... И еще если есть бады в состав которых входят несколько трав, то нужна ...";"Успокоительные средства при беременности - Мамапедия";"https://mamapedia.com.ua/beremennost/vse-o-beremennosti/uspokoitelnye-sredstva-pri-beremennosti.html";"Безопасные успокоительные средства во время беременности. ... Если есть необходимость после прогулки согреть и расслабиться, можно попить ...";"Успокоительные средства при беременности, какие ...";"http://beremennost-po-nedelyam.com/uspokoitelnye-sredstva-pri-beremennosti/";"Но что делать, если сроки еще не прошли, а тревожность мешает вам нормально жить? Не отчаивайтесь. Есть успокоительные средства и попроще, ..."
"05DCE59E-62A8-F921-548C-F6CDB83CBF6F";"Как влияет лишний вес на беременность";;"4d3vCE04x_c";"Лишний вес помеха для беременности? - Мой ребенок";"https://www.moirebenok.ua/pregnancy-and-birth/lishnij-ves-pomeha-zachatiyu-rebenka/";"5 июл 2016 ... Есть такое мнение, что полные женщины не могут забеременеть из-за лишнего веса. Действительно ли масса тела влияет на ...";"Лишний вес мешает женщинам забеременеть и грозит ... - АиФ";"http://www.aif.ru/health/life/29292";"17 ноя 2011 ... Лишний вес, как известно, редко бывает проблемой чисто эстетического характера. ... А еще влияет на женские репродуктивные функции: в частности, ... с наступлением беременности связаны с лишним весом.";"Влияние массы тела на зачатие и беременность";"https://reprod.ru/akusherstvo/informatsiya/vliyanie-massy-tela-na-zachatie-i-beremennost/";"Как влияет дефицит массы тела или переизбыток веса на беременность. ... Однако беременные женщины с лишним весом входят в группу риска по ..."
"0C359CC6-AF91-523F-35ED-6FF7AD857EB3";"Какая мазь помогает от варикоза";;"enuunpWOhjc";"Какие мази против варикозного расширения вен эффективны ...";"http://stopvarikoz.net/varikoz/lechenie-official/mazi-ot-varikoza-otzyvy.html";"Рассматриваются группы мазей для лечения варикоза, особенности их ... Выбираем лучшие мази от варикоза опираясь на отзывы пациентов ..... Не знаю к какой группе принадлежит, но мне помогает растительный венозол гель.";"Мазь от варикоза вен на ногах: крем какой лучше, гель от ...";"https://krov.expert/zdorove/preparaty/maz-ot-varikoza.html";"Чтобы знать какие местные препараты эффективней помогают гель, крем или мазь от варикоза, понадобится разобраться в механизме их действия.";"Мазь от варикоза вен на ногах: какая лучше, отзывы врачей";"https://evehealth.ru/yeffektivnye-mazi-ot-varikoznogo-rasshireniya-ven-na-nogah/";"Эффективные мази от варикозного расширения вен на ногах ... Сейчас мы выясним, какие мази помогают при варикозе и как они работают. [hide] ..."
"DF27CEE0-CA48-5A3C-5562-9E78223C8C0F";"Почему так важно обрабатывать пупок";;"B9eyjLE9YAo";"Почему так важно обрабатывать пупок Мокнет пупок у ...";"http://kakprostohealth.ru/kak-879165-pochemu-tak-vazhno-obrabatyvat-pupok";"Почему так важно обрабатывать пупок. Ребенка, появившегося на свет, с матерью соединяет пуповина. На нее накладывают стерильный зажим и ...";"Чем и как обрабатывать пупок новорожденного с прищепкой и без";"http://rearchildren.ru/doshkolnik/do-goda/chem-i-kak-obrabatyvat-pupok-novorozhdennogo/";"Каждой маме следует знать чем и как обрабатывать пупок новорождённого с прищепкой. Важно не занести в ранку опасную инфекцию.";"Как обрабатывать пупок новорожденного : почему педиатры не ...";"http://tvoymalysh.com.ua/year/health-care/10250-pochemu-sovremennye-pediatry-ne-sovetuyut-mazat-pupok-novorozhdennogo-zelenkoy.html";"7 дек 2017 ... Почему так рекомендуют педиатры в уходе за пупком младенца читай ... Важно отметить, что обрабатывают пупок, да еще этой самой ..."
"A29D7490-8144-F1BB-3F5D-86F7DADBD315";"Как не заразить другого в 2018 году";;;"Корь: рост заболеваемости в 2018 году, симптомы и ...";"https://azbyka.ru/zdorovie/kor-rost-zabolevaemosti-v-2018-godu-simptomy-i-profilaktika";"Корь: рост заболеваемости в 2018 году, симптомы и профилактика. ... привит больной или нет, состояния его иммунной системы, условий заражения и ...";"Лечение без остановок Минздрав пообещал не ... - Известия";"https://iz.ru/697715/elina-khetagurova/lechenie-bez-ostanovok";"30 янв 2018 ... В 2018 году бюджет на лекарства для больных ВИЧ-инфекцией увеличен ... вируса в организме, и человек не сможет заразить другого.";"Грипп в России 2018-2019 году: симптомы и лечение";"https://azdorovia.ru/gripp-osen";"Эпидемия гриппа в 2018 году: симптомы и лечение ... Причина смерти – вирусная пневмония, развившаяся в первые несколько суток после заражения. ... По мнению специалистов, все формы гриппа не имеют явных отличий с точки ... легко предаётся от одного к другому, в результате заболевает вся семья."
"37A7D8D1-B441-5C21-3A04-662883CB305E";"Под каким наркозом делается лапароскопия";;"H8DZFGVdJ4Q";"Наркоз при лапароскопии - лапароскопия со спинальной ...";"https://www.babyblog.ru/community/post/conception/1753622";"26 ноя 2012 ... Девочки, кто уже проходил через это, скажите какой наркоз использовался .... Мне врач комментировал,что и как они делают,т.е. вот это ...";"Наркоз при лапароскопии - лапароскопия под местным наркозом";"http://vnarkoze.ru/primenenie-narkoza-pri-laparoskopii-i-protivopokazaniya.html";"15 фев 2018 ... Применение наркоза при лапароскопии и противопоказания ... Под каким наркозом делают лапароскопию, решает анестезиолог после ...";"Наркоз при лапароскопии - какой делают: местный, общий";"https://oyaichnikah.ru/operatsii/narkoz-pri-laparoskopii.html";"В статье подробно рассказывается о том, под каким наркозом делают лапароскопию, чем отличается местная анестезия от общего обезболивания , ..."
"390C0B91-1A55-F399-AD23-3ECD398A3486";"Что такое паллиативная помощь";;"XwrshMRcla8";"Что такое паллиативная помощь - Паллиативная/хосписная ...";"http://www.pallcare.ru/ru/%3Fp%3D1172659048";"Паллиативная помощь – подход (реализуемый на разных уровнях медицинской и ... целью паллиативной помощи является обеспечение больному ...";"Паллиативная помощь - фонд «Социальный запрос";"http://fondzapros.ru/law/freeemerg/palliative/";"Паллиативная медицинская помощь оказывается неизлечимым больным, страдающим от существенного ограничения физических и психических ...";"Паллиативная помощь - порядок оказания, цели, задачи, принципы";"http://psihomed.com/palliativnaya-pomoshh/";"Паллиативная помощь – это совокупность мероприятий, ключевой направленностью которых считается поддержание адекватного уровня ..."
"A24BD7A8-33C9-97AE-BE4E-218D364F67BA";"Как влияет рентген на беременность";;"wnfZQxXHR80";"Влияние рентгена на беременность | Уроки для мам";"https://uroki4mam.ru/vliyanie-rentgena-na-beremennost";"Влияние рентгена на беременность тема волнующая будущих мамочек, ведь хочется максимально обезопасить себя и свою кроху. Вреден ли рентген ...";"Рентген во время беременности на ранних и поздних сроках ...";"http://x-raydoctor.ru/rentgen/pri-beremennosti.html";"Рентген при беременности может потребоваться в случае ... Некоторые беременные настолько уверены в том, что влияние рентгена очень пагубно  ...";"Рентген при беременности - Nedeli. org";"http://nedeli.org/x_rays_during_pregnancy_articles/";"Влияние рентгена на беременность давно и хорошо изучено. Развивающийся плод очень уязвим ..."
"DCD2270B-53AD-4D20-0CBA-11B7BBE754D2";"Что пить от сильной зубной боли";;"FVO7ASNShvY";"Болит зуб сильная острая зубная боль как убрать чем снять - ЛД";"https://www.lumident.kiev.ua/zubnaya-bol";"У Вас болит зуб?⭐Как быстро избавиться от сильной острой зубной боли⭐ Рекомендации врачей клиники Люми-Дент⭐ ☎0443832288.";"Боль, которую невыносимо терпеть Стоматологическая клиника ...";"https://dentist.kh.ua/bol-kotoruyu-nevynosimo-terpet";"10 фев 2017 ... Но, не следует, сразу же, без оглядки, принимать содержащееся в ... При сильной зубной боли кусочек ватки, смоченный в данном ...";"Препараты от зубной боли без рецепта — обезболивающие ...";"https://stoma.guru/preparaty/luchshie-tabletki-ot-zubnoy-boli-otpuskayuschiesya-bez-recepta.html";"Что можно принимать при беременности? ... Избавиться от сильной зубной боли поможет препарат Найз. Это сильнодействующий медикамент, ..."
"30C2CD16-588F-5A2A-9EDA-61B462F1575B";"Как бороться с повышенной потливостью при климаксе";;;"Повышенная потливость при климаксе. Как бороться с проблемой?";"http://www.likar.info/ginekologiya/article-70843-potlivost-pri-klimakse-chto-delat/";"3 июл 2015 ... Главная Гинекология Потливость при климаксе: что делать ... Повышенная потливость у женщин – один из самых частых признаков ...";"Потливость при климаксе: как избавиться, препараты от ...";"http://krasiko.ru/zdorovye/kak-izbavitsya-potlivosti-klimakse";"Причины гипергидроза и как избавиться от потливости при климаксе. ... Признаки нарушений в организме; Как справиться с повышенной потливостью? ... Поэтому бороться с негативными изменениями нужно обязательно.";"Менопауза и потливость: причины и лечение гипергидроза при ...";"https://vklimakse.ru/menopauza-i-potlivost.html";"Если приливы не слишком ярко выражены, то эти средства отлично помогут женщине от повышенной потливости при климаксе, но следует помнить, ..."
"CC9CB10C-B348-BA05-BE96-614084EBC3C5";"Какие есть средства от поноса";;;"10 народных средств от диареи - Гастропортал - Gastroportal.ru";"http://gastroportal.ru/php/content.php%3Fid%3D118652";"Есть много причин поноса. Нередко диарея указывает на какое-то серьезное заболевание и требует срочного обращения к медикам. Но очень часто ...";"Лечение диареи у взрослых домашними средствами | ИМОДИУМ®";"https://www.imodium.ru/polezno-znat/stati/kak-izbavitsya-ot-ponosa-v-domashnih-usloviyah";"Нежелательно принимать напитки и еду, в составе которых есть кофеин – кофе, энергетики, шоколад и ...";"Таблетки от поноса: какое лекарство выбрать от диареи?";"http://ponosov.net/tabletki-ot-ponosa.html";"Какие принимать таблетки от поноса – разбираемся сами. ... и средства, регулирующие перистальтику кишечника; Лекарства от поноса растительного ... Не следует начинать лечение самостоятельно, если есть подозрение на ..."
"60A1AFC8-1B4D-6EE1-2819-F7D77D6997C5";"Как бросить курить: все способы";;"bHudrixVzQ8";"Самые странные способы бросить курить | Что будет, если в ...";"https://allencarr.ru/samyie-strannyie-sposobi-brosit-kurit/";"Чем пропитать сигареты, чтобы бросить курить? ... Вопрос только в одном — насколько эффективны все эти способы преодоления никотиновой ...";"Способы бросить курить: доступные и эффективные методики";"https://legkopolezno.ru/zozh/vrednye-privychki/sposoby-brosit-kurit/";"Многие ищут эффективные способы бросить курить. О том, какие из ... Про то, что курение – зло, знают все, и, в первую очередь, сами курильщики.";"Единственный способ бросить курить раз и навсегда - nperov";"http://nperov.ru/zdorove/edinstvennyj-sposob-brosit-kurit-raz-i-navsegda-chast-1/";"Вы это знаете и вот опять тянетесь к ней и все ваши усилия и попытки бросить ... Пусть то, о чем я говорю и не самый легкий способ бросить курить  ..."
"A4CAB900-4DA9-4414-445A-3D161240476C";"Какая мазь помогает от молочницы";;;"Мази от молочницы: примеры, преимущества и недостатки ...";"http://molochnica-help.ru/lechenie-molochnicy/prepataty/maz-ot-molochnitsyi/";"Мазь от молочницы. Молочница («кандидоз») – одно из наиболее распространённых заболеваний среди женщин, которые находятся в активном ...";"Мази от молочницы : названия и способы применения ...";"https://ilive.com.ua/health/mazi-ot-molochnicy_101898i15828.html";"Необходима эффективная мазь от молочницы, то есть этиотропное лечение ... рожистом воспалении, ожогах и ранах);; мазь календулы (помогает при ...";"Какую мазь от молочницы выбрать для мужчин и не только?";"http://molochnicy.net/preparaty/kakuju-maz-ot-molochnicy-vybrat-dlja-muzhchin-i-ne-tolko.html";"Какие особенности имеет мазь от молочницы как одна из форм препаратов? ... Использование мази помогает быстрее справиться с недугом, и в тоже ..."
"71624956-EA40-2C64-8844-77D729388310";"Как снять боль при онкологии";;;"Боли при онкологии: как облегчить, как использовать лекарства";"http://prostovita.ru/lechenie-onkologii/boli-pri-rake/oblegchenie-boli.html";"Боли при онкологии имеют достаточно высокий уровень. Однако многие онкологи не понимают их уровень и не концентрируют внимание на борьбу с  ...";"Обезболивание в онкологии: методы лечения болевого синдрома";"https://www.euroonco.ru/departments/hospice/obezbolivanie";"Какие обезболивающие препараты применяют в онкологии? обезболивание -в-онкологии. На первой ступени при легкой боли эффективными ...";"Обезболивание при раке - Европейская клиника";"https://www.euroonco.ru/departments/tsentr-upravleniya-bolyu/obezbolivanie-pri-rake";"Если они были назначены при умеренной боли, нужно повышать дозу ... анестезия используется, чтобы на долгое время снять боль, а оральный и ..."
"5B59F57E-4C31-3C8F-8AD9-C93A8D4C765B";"Как осматривает гинеколог";;"4oaKbFo_FZc";"Первый визит к гинекологу! Подробно! | COLUCHKA";"http://coluchka.blogspot.com/2012/10/blog-post_8550.html";"9 окт 2012 ... Как ни странно, но много девочек просило меня рассказать о такой казалось бы простом вопросе как первый визит к гинекологу.";"Как осматривает гинеколог - БэбиБлог";"https://www.babyblog.ru/theme/kak-osmatrivaet-ginekolog";"Все ответы на тему - Как осматривает гинеколог. Вся информация на BabyBlog.";"Ответы@Mail.Ru: Расскажите плз, как осматривают у гинеколога ...";"https://otvet.mail.ru/question/75376940";"Пользователь Красивая Девушка задал вопрос в категории Врачи, Клиники, Страхование и получил на него 8 ответов."
"9DBCF39D-701F-C075-6A65-D49823BCAC18";"Почему болят мышцы ног";;"gTLt534qmMs";"От чего болят мышцы ног. Причины болей в мышцах ноги";"http://dr20.ru/health/boli-v-myshcah-nogi/";"есть довольно много серьезных заболеваний, при которых болят мышцы ног ; как правило, они поражают мышцы, суставы, сосуды самих ног либо ...";"Мышечные боли в ногах (Миалгия) - причины, симптомы, лечение";"http://medcentr-plus.ru/service/myalgia/";"Мышечные боли в ногах – миалгии, могут быть обусловлены ... Миозит – воспаление скелетных мышц, которое сопровождается болями даже при ...";"Что делать, если болят мышцы после тренировки - Лайфхакер";"https://lifehacker.ru/bolyat-myshcy/";"Лайфхакер изучил несколько десятков научных исследований, поговорил с врачами спортивной медицины и собрал лучшие советы, которые помогут ..."
"CE5EC775-E265-473E-BFCC-1183D4433151";"Как пить противозачаточные таблетки, чтобы потом забеременеть двойней";;;"Как зачать двойню - Беременность и роды, беременность по ...";"http://ivona.bigmir.net/pregnancy/hochu_rebenka/391312-Kak-zachat--dvojnju";"19 май 2014 ... Существуют специальные способы, как зачать двойню. ... когда женщина принимала противозачаточные таблетки, а потом перестала. ... Существует поверье, что если хочешь зачать двойняшек, нужно набрать этой воды и пить ее. ... как быстро забеременеть · имя ребенка · беременность ...";"у кого двойняншки после противозочаточных?:) [PDA] - Littleone ...";"http://2006-2009.littleone.ru/archive/index.php/t-566448.html";"Действительно двойни получаются?:004:Я бы хотела. ... Хотя перестала пить таблетки- сразу им забеременнела (до этого пила 7 лет). ... следующий же цикл забеременнели, радовались так:080:, а потом взгрустнули . ... знакомая так и родила двойняшек своих, забеременела в первый же ...";"Двойня и противозачаточные таблетки | Медицинская ...";"http://medictionary.ru/dvoynya-i-protivozachatochnye-tabletki/";"12 дек 2017 ... При использовании противозачаточных таблеток овуляция ... вы можете забеременеть монозиготными близнецами, в том числе:."
"AAFFDB1C-5910-B65B-037C-2D7FCEA0737D";"От каких болезней помогает клубника";;;"Клубника - Полезные и опасные свойства клубники - Еда+";"https://edaplus.info/produce/strawberry.html";"Эта кислота также помогает укрепить память. Клубника ... Клубнику рекомендуется принимать при почечно-каменной болезни и подагре, язве желудка, ...";"Клубника и земляника. Полезные и целебные (лечебные ...";"https://www.inmoment.ru/beauty/health-body/useful-properties-products-z.html";"Клубника и лесная земляника обладают многими полезными, лечебными ... Нормализует нарушенный обмен веществ, помогает при болезнях сердца, ...";"Польза и вред клубники. Применение в народной медицине ...";"http://pitanie-plus.com/produkty/yagody/klubnika.html";"Плоды клубники рекомендуется употреблять при болезнях: ... Клубника помогает бороться со стрессом. Ученые ... Хорошая клубника имеет темно- красный цвет, на ней не должно быть вмятин и каких-либо повреждений. Мелкие ..."
"DBD169A0-F89D-4483-6F75-87F4343A04D7";"Как убрать ячмень с глаза за один день";;"TffWXHa-1Tg";"Как убрать ячмень с глаза за один день в домашних условиях?";"http://glazzdorov.ru/bolezni/yachmen/kak-mozhno-ubrat-yachmen-s-glaza-za-vsego-odin-den-v-domashnix-usloviyax.html";"Как быстро избавиться от ячменя за один день? Впору прибегнуть к традиционному лечению, но есть и определенные советы народной медицины, ...";"Netboleznej.ru | Как вылечить ячмень на глазу, проверенные ...";"https://netboleznej.ru/kak-vylechit-yachmen-na-glazu/";"5 апр 2013 ... В этой статье я расскажу вам как вылечить ячмень на глазу ... Через день воспаление локализуется размером до горошины, на ... Зубчик чеснока выдавить через чеснокодавку или растереть в ступке, залить 1 ч.л. водки и .... Как вылечить горло за один день · Как вылечить ухо в домашних ...";"Как убрать ячмень с глаза быстро: лечение,домашние средства";"https://www.podglazami.ru/zdor/ubrat-yachmen-glaza-bystro";"2 ноя 2017 ... Как быстро можно вылечить ячмень под глазом? .... Чтобы убрать ячмень с глаза за один день, можно использовать и народные ..."
"5116F2A0-1813-DC6A-B717-7B3E21DC30CD";"Как повысить СОЭ в крови";;"mqijUNOTEtU";"Как повысить СОЭ в крови болезнь сумка торнвальда и соэ ...";"https://www.kakprosto.ru/kak-87927-kak-povysit-soe-v-krovi";"Если ваш клинический анализ крови показал существенное снижение скорости оседания эритроцитов, то это может быть признаком серьезных ...";"СОЭ и нормы скорости оседания эритроцитов в крови у женщин ...";"https://med.vesti.ru/akademiya-zdorovya/prichiny-povysheniya-soe-v-krovi-i-normy/";"6 авг 2017 ... Причины повышения СОЭ в крови и нормы ... В современной медицине при повышении СОЭ более точным считается именно метод ...";"Ответы Mail.Ru: как искуственно поднять СОЭ";"https://otvet.mail.ru/question/70561438";"Пользователь ZO-ZO задал вопрос в категории Болезни, Лекарства и получил на него 7 ответов."
"6AEB8D19-C84A-A096-3F5B-14633F0322FB";"Как проверяют зрение по таблице";;"QVpCrQhyf-c";"Проверка зрения, таблица Сивцева для проверки зрения";"http://www.vseoglazah.ru/eyesight-test/";"В настоящий момент большое количество сайтов предлагает проверить зрение онлайн. Процесс выглядит просто — необходимо выбрать таблицу для ...";"Таблица Сивцева для проверки зрения - можно ли обмануть ...";"https://beregizrenie.ru/diagnostika/tablica-sivceva/";"Поэтому так важно его регулярно проверять. В данной статье расскажем, что такое таблица Сивцева и как с её помощью проверить зрение. таблица ...";"Проверить зрение по таблице на компьютере: основные ...";"https://dvaglaza.ru/kompyuter-i-zrenie/proverka-onlajn-po-tablitsam.html";"6 июл 2017 ... Для этого не обязательно бежать к окулисту, ведь технологии позволяют проверить зрение по таблице на компьютере, не выходя из ..."
"6F468959-21F9-42DB-91F8-5EC52D5CE2AB";"Как снять боль в копчике";;"PqigSV40xnU";"Болит копчик: чем и как лечить в домашних условиях, при ушибе";"http://moyaspina.ru/bolezni/ushib-kopchika-metody-lecheniya";"Но снимать боль в копчике тоже необходимо, чтобы она не мешала нормально двигаться и отдыхать. Особенно важно это сделать правильно после ...";"Болит копчик чем мазать при острых состояниях и для лечения";"https://spinous.ru/pain/esli-bolit-kopchik-chem-mazat-chtoby-snyat-ostroe-sostoyanie-i-vylechit.html";"Если болит копчик: чем мазать, чтобы снять острое состояние и вылечить? Китайский профессор: "Спина, шея и суставы пройдут за 1 сутки. Просто ...";"Боль в копчике при сидении (кокцигодиния) - лечение ...";"http://ruback.ru/simptomy/boli/v-kopchike.html";"Главное меню » Записи » Симптомы » Боли » Как лечить боль в копчике .... снять обезболивающие противовоспалительные средства: диклофенак, ..."
"5F8B77D0-59D4-D9C5-48F5-4E9424484AAA";"Как выглядит сухая мозоль";;"qnnFLtwaf34";"Лечение сухой мозоли в Москве: Отрадное, Алтуфьево ...";"https://www.polyclin.ru/suhaya-mozol-lechenie/";"Один из наиболее неприятных дефектов, который возникает на подошвах стоп и пальцах ног - сухая мозоль. Под этим понятием чаще всего понимают  ...";"Чем лечить сухую мозоль? Что это такое, почему она возникает";"http://izbavsa.ru/kak-i-chem-lechit-suhuyu-mozol-na-nogah-i-pyatkah";"Что такое сухие мозоли, причины и механизм их формирования, локализация (стопы, пальцы ног). Методы ... Стержневая мозоль внешне выглядит как:.";"Сухая мозоль: почему она возникает, методы лечения и ...";"https://bellaestetica.ru/estetika/defekty-kozhi/suhaja-mozol.html";"Почему возникает сухая мозоль? Какими способами лучше с ней бороться? Как не допустить появления мозолей?"
"87709196-4152-2ADC-1952-7E87F4D29817";"Какие продукты помогают справиться с воспалением?";;"zaI5Z45Lauk";"5 продуктов, которые помогают снять стресс - Вести.Медицина";"https://med.vesti.ru/articles/pitanie-i-zozh/5-produktov-kotorye-pomogayut-snyat-stress/";"9 мар 2017 ... Но есть продукты, которые подходят для этого значительно лучше. ... жирными кислотами, которые снимают не только воспаления, но и тревогу. ... что ваши любимые продукты способны справиться со стрессом.";"Продукты, помогающие справиться с воспалением суставов ...";"http://zdorovie.com/nutrition/food/7-produktov-protiv-vospaleniya-sustavov/20056";"Боль, скованность и опухание суставов – самые неприятные проявления ревматоидного артрита, причина которого – воспаление. Возможно, смена ...";"Продукты, которые помогут справиться с воспалением ...";"https://hlebopechka.ru/index.php%3Foption%3Dcom_content%26task%3Dview%26id%3D1573";"Продукты, которые помогут справиться с воспалением Так много разговоров о воспалениях и противовоспалительных диетах, но также много ..."
"897E6495-8C4A-687B-F512-1FD357A7385F";"От каких болезней помогает одуванчик";;"wj-M93jweC8";"Одуванчик - свойства и применение одуванчика лекарственного";"https://www.ayzdorov.ru/tvtravnik_oduvanchik.php";"Как уже известно, одуванчик лекарственный – растение целебное и очень ... кислоты, а если говорить проще, с язвенными болезнями и гастритами. ... для борьбы с пародонтозом и т. д. хорошо помогает свежий сок одуванчика,  ...";"Одуванчик - лечение народными средствами";"http://medic.ymka.ru/oduvanchik.php";"Одуванчик используется для улучшения аппетита, регулирования деятельности желудочно-кишечного тракта, при желчекаменной болезни, как легкое ...";"Одуванчик - лечебные свойства и противопоказания";"https://www.silazdorovya.ru/lechebnye-svojstva-oduvanchika/";"Соком, настоем, настойкой, отваром одуванчика издавна лечат заболевания ... Отвары, настойки, сок помогают снизить уровень холестерина, ... печени, желчного пузыря, желчнокаменной болезни, при гастрите с пониженной ..."
