GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"054542C3-9CCF-7E3E-FE65-3520DD3E9EEF";"Что делать, если отекают ноги";;"4YbgPf5UiOI";"Почему отекают ноги и что делать | Все буде добре";"https://dobre.stb.ua/ru/2018/01/19/oteki-nog-prichiny-i-kak-spravitsya-s-problemoj/";"19 янв 2018 ... Что делать, если отекают ноги? Семейный врач Константин Зеленский и хирург-травматолог Валерий Ославский считают, что отек ног ...";"Что делать, если отекают ноги? | Еженедельник АПТЕКА";"https://www.apteka.ua/article/372120";"17 май 2016 ... Известно, что для многих отекшие лодыжки и стопы могут быть причиной дискомфорта и болезненных ощущений. Такое состояние ...";"Что делать, если отекают ноги - Likar.info";"http://www.likar.info/flebologiya/article-56395-chto-delat-esli-otekayut-nogi/";"8 май 2018 ... Отек ног – распространенная проблема. Узнайте, что делать с отеками, и как не допустить их появления."
"91E07149-65A9-08F0-5F7E-9B95A1A1CFB9";"Что делать при ноющей боли в груди";;"Sik-FD2rxBw";"Боль в грудной клетке: посередине. Причины | WMJ.ru";"https://www.wmj.ru/stil-zhizni/zdorove/bol-v-grudnoy-kletke-poseredine-prichiny.htm";"ноющая боль в середине грудной клетки;. тупая боль в ... При четко определенной продолжительности болей в груди зачастую проявляется инфаркт.";"Боли в грудной клетке посередине - причины, лечение, почему ...";"http://naran.ru/bolezni/ostraya-bol-simptomy/boli-v-grudnoy-kletke/";"Испытываете сильную боль в грудной клетке посередине при вдохе? ... Узнайте, что делать, если болит грудная клетка. ... «Появилась боль в груди» ... он может быть различным: от резкого, острого до приглушенного ноющего  ...";"Почему болит грудь: причины и лечение - Ivona - bigmir)net";"http://ivona.bigmir.net/health/447524-Pochemu-bolit-grud-prichiny-i-kak-s-etim-borotsja";"13 мар 2017 ... Как разобраться почему болит грудь читайте на Ivona.bigmir.net. ... Читай также: Что делать, если болит грудь ... Боль по характеру ноющая или тупая, может отдавать в подмышечные области или руку. ... При пальпации определяется участок уплотнения, с ровными (киста) или неровными ..."
"7125ADB5-EB1A-28DF-94BD-876A16FEACD3";"Что делать, если образовалась дырка в зубе?";;"b7SYDmWgYgU";"Дырка в зубе, причины появления и способы устранения дырки в ...";"http://www.frauklinik.ru/stomatologia/dyrka_v_zube.php";"При этом дырка в зубе сопровождается болью только при повреждении дентина и ... В крайних случаях, когда кариесом повреждено более 2/3 зуба,  ...";"Дырка в зубе. Что делать? - Правда.Ру";"https://www.pravda.ru/health/stomatology/prophylaxis/25-07-2003/30064-karies-0/";"25 июл 2003 ... Если киста расположена в области жевательных зубов, нужно сделать и снимок придаточных пазух носа. Надо сказать, что на снимок ...";"Заделать дупло в зубе – теперь пара пустяков - Правда.Ру";"https://www.pravda.ru/health/stomatology/09-04-2009/307665-zub-0/";"9 апр 2009 ... Поэтому, если в зубе образовалась полость, необходимо сразу же удалить ткани, пораженные кариесом, и установить пломбу. То есть ..."
"C058B24A-A1F5-DDAE-FB4D-54F61C322977";"Что делать при солнечном ожоге";;"in34LGPv4zA";"Что делать при солнечном ожоге | Практика на www.elle.ru";"https://www.elle.ru/krasota/beauty_blog/chto-delat-pri-solnechnom-ozhoge/";"21 июл 2013 ... ЧТО НУЖНО ДЕЛАТЬ ПОСЛЕ СОЛНЕЧНОГО ОЖОГА. Принимать прохладный душ. Настройте насадку на самый мягкий режим: тонкие ...";"Что делать при солнечном ожоге - Likar.Info";"http://www.likar.info/first-aid/article-70373-chto-delat-pri-solnechnom-ozhoge/";"13 май 2015 ... Что делать при солнечном ожоге. Случайно обгорели на солнце? Пришлось остаться на улице дольше, чем предполагалось, а солнце ...";"Что делать при солнечном ожоге - Актуальная тема - TCH.ua - ТСН";"https://ru.tsn.ua/lady/zdorovye/aktualnaya-tema/chto-delat-pri-solnechnom-ozhoge-371256.html";"15 июн 2014 ... Впереди сезон отпусков, и многие планируют провести отпуск на пляже. Кожа, отвыкшая от жарких солнечных лучей, рискует обгореть ..."
"BD393BFA-66C8-7C30-09F1-537823506F7B";"Как сделать эффективным лечение гастрита";;"kdbtxygebKE";"Лечение гастрита народными средствами: самые эффективные ...";"https://doc.ua/bolezn/gastrit/lechenie-gastrita-narodnymi-sredstvami";"Самыми эффективными народными средствами в лечении гастрита ... Затем десять дней нужно сделать перерыв и снова повторить курс лечения.";"Таблетки от гастрита: список лекарств, препараты от гастрита";"https://doc.ua/bolezn/gastrit/lekarstva-ot-gastrita";"Лечение гастрита медикаментозно зависит от типа гастрита, причин и стадии заболевания. ... В противном случае его эффективность будет низкой . ... Но длительно этого делать нельзя, так как можно запустить болезнь. Каждый ...";"Эффективное лечение гастрита народными средствами";"https://takprosto.cc/effektivnoe-lechenie-gastrita-narodnymi-sredstvami/";"Эффективная профилактика симптомов гастрита."
"36EEAAA7-FF21-F639-2195-DD48C1CBC9DB";"Что делать, если слезятся глаза";;"gtoqFpNFs3w";"Слезятся глаза у взрослого человека: причины и лечение, что ...";"http://moi-oftalmolog.com/lacrimal-organs/slezyatsya-glaza.html";"14 авг 2017 ... Если у взрослого человека слезятся глаза, это не всегда бывает ... отнестись к выбору косметики и сделать для начала ее пробу.";"Слезятся глаза: почему и что делать? Лечение слезотечения";"https://www.fdoctor.ru/simptom/slezyatsya_glaza/";"Если глаза слезятся, это значит, что с ними что-то не так. Слезотечение – это реакция организма на проблему. То, что слезятся глаза, может быть ...";"Слезотечение: почему слезятся глаза и что делать?";"http://konjuktivita.net/raznoe/44-pochemu-slezjatsja-glaza-chto-delat.html";"Почему слезятся глаза? Что делать? Особенно переживают родители если слезятся глаза у ребенка. Глаза могут слезится по очень многим причинам."
"F56BC81A-7B82-09FF-D02B-FC9E94CF8209";"Что делать при боли в животе беременной";;"Y6LFAVrCkQg";"боли в животе при беременности | Что делать, если болит живот ...";"http://www.eurolab.ua/symptoms/pain/294/";"боли в животе при беременности - симптомы болезней человека на портале EUROLAB - боли и характерные внешние признаки заболеваний, ...";"Болит живот при беременности что делать? - Kidbe.ru";"http://kidbe.ru/158-ne-nuzhno-paniki-pri-bolyah-v-zhivote.html";"Врачи отмечают, что будущие мамы часто жалуются на возникновение боли в животе. У многих болит ли при беременности живот? Скорее всего, мы ...";"Болит живот при беременности на ранних сроках: норма или нет?";"https://legkopolezno.ru/zozh/beremennost-i-rody/bolit-zhivot/";"Первое, что должна сделать женщина, если на ранних сроках её беспокоят болезненные ощущения в животе, ..."
"3723130A-2D93-8BD2-64EA-6BB98F948E68";"Что делать, если у ребенка рвота";;"1RMyW77cu5s";"Рвота у ребенка без температуры и без поноса, что делать?";"https://www.ayzdorov.ru/lechenie_rvota_y_rebenka_bez_temperatyri_i_ponosa.php";"Какие причины рвоты у детей представляют опасность для жизни и здоровья ? Как вести себя, если у малыша началась рвота без дополнительных ...";"Что делать при рвоте у ребенка – первая помощь и причины ...";"http://www.colady.ru/rvota-u-rebenka-pervaya-pomoshh-pri-rvote-i-eyo-vozmozhnye-prichiny.html";"22 мар 2016 ... Если рвота сопровождается повышением температуры тела, поносом, болями в животе, сильной вялостью ребенка вплоть до потери ...";"Что делать при рвоте у ребёнка - Отравление";"http://otravleniya.net/pomoshh-pri-otravleniyax/kak-ostanovit-rvotu-u-rebyonka-v-domashnikh-usloviyakh.html";"После того как рвота прекратилась, стоит какое-то время ... Что делать если у ребенка рвота?"
"AB8B0F5D-77CB-550E-E9D3-892E3485ABFA";"Что делать, если фукорцин оставил следы? Методы удаления";;"-9_I9OUdaaA";"Чем смыть Фукорцин с кожи или волос после ветрянки?";"https://ubratdoma.ru/pyatna/chem-smyt-fukortsin-s-kozhi-ili-volos.html";"29 ноя 2017 ... Чем можно быстро смыть следы Фукорцина с кожи, лица и волос после ... Случаются жизненные ситуации, когда сделать это необходимо срочно. ... Метод помогает избавиться от пятен на чувствительной коже лица и шеи. ... Нанести на участки, распределить и оставить на десять минут.";"Как смыть фукорцин с кожи? - WomanAdvice.ru";"https://womanadvice.ru/kak-smyt-fukorcin-s-kozhi";"Существует целый ряд проверенных методов и инструкций, как смыть фукорцин. ... простой способ - сделать водный раствор детского или хозяйственного ... усилий уменьшить или удалить следы использования фукорцина с лица. ... Если вы все-таки решили очистить от него кожу, используйте самые ...";"Чем отмыть фукорцин с кожи, одежды и мебели? - Мисс Чистота";"http://mschistota.ru/stains/chem-otmyt-fukorcin.html";"Чем можно отмыть фукорцин с кожи, оттереть с мебели и отстирать с одежды? ... на подход к его удалению с поверхностей; Смываем пятна фукорцина с ... Придется сделать несколько попыток с периодичностью в несколько ... Не стоит отчаиваться, если первый же подход не позволил смыть пятна с кожи."
"774833A1-192A-4202-B587-A0621E5BBD83";"Как делать масаж спины";;"QBFfXzpzLlQ";"Массаж спины как делать просто и правильно - Presentway";"http://presentway.com/massazh-spiny-kak-delat-prosto-pravilno/";"26 янв 2015 ... Если сомневаетесь в своих способностях, то помните, что наличие не самого профессионального массажа лучше, чем его отсутствие.";"Как делать массаж спины? Техника массажа в домашних условиях";"http://centr-molodosti.ru/kak-delat-massazh-spiny-texnika-massazha-v-domashnix-usloviyax.html";"Чтобы сделать массаж спины, вовсе не обязательно быть профессиональным массажистом с многолетним опытом работы. Обучиться технике ...";"Массаж спины | Массаж.ру";"https://www.massage.ru/school/back.htm";"Если вы не ограничены временем, то всегда предпочтительнее делать ... Но именно от массажа спины человек получает наибольшее удовольствие."
"75B4A4DA-2130-0A18-592A-FAFF9964F7C8";"Как делать полезную гимнастику для позвоночника";;"E0QIHaP3UYo";"Полезные упражнения для лечения больной спины - Ваша Спина";"https://vashaspina.ru/kompleks-uprazhnenij-dlya-bolnoj-spiny/";"Несложная гимнастика для позвоночника позволит укрепить мышцы, снять ... Сделать перерыв 10 минут, повторять не более трех раз в день. Данное ...";"Гимнастика для позвоночника: при грыже, остеохондрозе ...";"https://pozvonochnik.guru/uprazhneniya/gimnastika-dlya-pozvonochnika.html";"Гимнастика для позвоночника необходима, чтобы создать ... Полезные упражнения для позвоночника можно выполнять в любое время дня. Самое ... Во время рабочего дня стоит сделать несложный комплекс упражнений для ...";"Самые полезные упражнения для укрепления вашего ...";"http://spinaneboli.ru/category/uprajneniia-dlia-spiny/";"Полезные тематические статьи на нашем сайте помогут Вам быть ... не только садиться на шпагат и делать "мостик", но и формировать красивую осанку, силуэт. ... Айкуне гимнастика для позвоночника существует на протяжении ..."
"F84BAE8F-519E-44A9-B8BE-B69CD74E31F1";"Как делать расслабляющий массаж спины в 2018 году";;"9ms2HEI62vI";"Как делать лечебный массаж в 2018 году Техника выполнения ...";"https://www.kakprosto.ru/kak-36546-kak-delat-lechebnyy-massazh";"Как делать лечебный массаж в 2018 году ... Второй способ применяют при проведении массажа спины, предплечья и голени, то есть в тех случаях, когда ...";"Видеоурок: как сделать оздоровительный массаж спины ...";"http://www.aif.ua/health/life/1356246";"9 окт 2014 ... Расслабляющий массаж спины – невероятно приятная и полезная процедура, которая используется для профилактики различных ...";"Сила массажа - Здоровье и спорт - TCH.ua - ТСН";"https://ru.tsn.ua/blogi/themes/health_sport/sila-massazha-877197.html";"13 июн 2017 ... Выпуск ТСН.19:30 за 9 июля 2018 года (полная версия на жестовом языке) ... Считается, что именно в это время года чаще обостряются старые ... Кстати, лечебный массаж для спины имеет наивысший спрос среди ... Часто расслабляющий массаж делают с ароматическими маслами, ..."
"22082196-B917-F210-67FB-499243177F59";"Что делать, если у ребенка судороги";;"6yXa__z1pIU";"Судороги у ребенка при температуре и без: причины, первая ...";"http://zdravotvet.ru/prichiny-sudorog-u-rebenka-pri-temperature-i-bez-kak-lechit-chto-delat-pri-febrilnyx-sudorogax/";"Если приступ судорог у ребенка впервые – не отказывайтесь от предложенной ...";"Помощь ребёнку при судорогах, судороги у ребёнка. - Первенец.ру";"http://www.pervenez.ru/help_sudor.html";"25 апр 2011 ... Если у ребёнка склонность к таким судорогам при повышении .... Что делать ?это судорога или что это?как ей помочь??помогите ...";"Судороги у ребенка: причины, что делать при фебрильных ...";"http://www.neuroplus.ru/bolezni/sudorogi/u-detey.html";"Почему у ребенка судороги: приступы во сне, от температуры, другие причины. Что делать если начались судороги, какие грозят последствия."
"81E206D4-476A-A8DE-7113-7A4A6E167257";"Когда следует делать маммограмму?";;"yz_H1XTFpnc";"Маммография – на какой день цикла? - WomanAdvice.ru";"https://womanadvice.ru/mammografiya-na-kakoy-den-cikla";"Поэтому, если женщине назначили такое обследование как маммография, нужно сделать его максимально грамотно, чтобы оно было максимально ...";"Онколог Александр Клюсов: "Женщинам после 50 лет ... - Факты";"http://fakty.ua/193254-onkolog-aleksandr-klyusov-zhencshinam-posle-50-let-mammografiyu-sleduet-prohodit-ezhegodno";"27 дек 2014 ... Женщинам от 40 до 50 лет маммографию следует проходить раз ... посещать врача и делать УЗИ молочной железы раз в три года, а с ...";"Когда делать маммографию молочных желез: на какой день цикла";"https://ogrudy.ru/diagnostika/kogda-delat-mammografiyu-na-kakoj-den-cikla-50.html";"Показания к проведению маммографии, и на какой день цикла целесообразней ... Конкретно, на какой день цикла лучше делать маммографию, следует ..."
"3B69E375-72B3-360C-B6C5-DF141D7323EB";"Что делать при затяжных месячных";;"c7bC4rnmQNk";"Причины длительных месячных после 40 лет - Mesjachnye.com";"http://mesjachnye.com/mens_cikl/sboj/dlitelnye-mesyachnye-prichiny";"Длительные месячные – причины возникновения проблем, особенности цикла ... Появление после сорока лет затяжных менструальных кровотечений провоцируют разнообразные факторы. ... Эндометриоз – патология, при которой клетки, образующие эпителий матки, .... Задержка 7 дней, что делать?";"Длительные месячные. Причины – Рамблер/доктор";"https://doctor.rambler.ru/temy-mesyachnye/dlitelnye-mesyachnye-prichiny-40247.htm";"25 сен 2017 ... Как узнать при длительных месячных причины по которым они возникли ... где обследование делают на хорошей аппаратуре и там нет ...";"🤷 Скудные длительные месячные без болей - причины";"https://mesyachnye.info/skudnye/dlitel-nye-prichiny";"25 ноя 2017 ... Что делать если продолжительные скудные месячные без болей. ... возникновения скудных затяжных месячных являются нарушения в функционировании яичников ... скудные длительные месячные при климаксе."
"9BBB4701-14AA-F29B-47EC-BA966BEB7CB7";"Повышенная чувствительность зубов: кто виноват и что делать";;"7Y33w2IQBhY";"Повышенная стираемость зубов: кто виноват и что делать ...";"http://www.kievoncology.com/povyshennaya-stiraemost-zubov-kto-vinovat-i-chto-delat.html";"23 апр 2017 ... Первое, что заставит насторожиться – повышенная чувствительность зубов. Резкие пронзительные боли во время еды, особенно при ...";"Зубы болят: кто виноват и что делать? — ЗдоровьеИнфо";"https://www.zdorovieinfo.ru/zdorovie_zubi/zuby-bolyat-kto-vinovat-i-chto-delat/";"Повышенная чувствительность зубов может быть связана с нарушением минерального обмена в организме. Это обычно бывает при затяжном стрессе ...";"Очень нежные зубы: как избавиться от повышенной ... - Летидор";"https://letidor.ru/zdorove/ochen-nezhnye-zuby-kak-izbavitsya-ot-povyshennoy-chuvstvitelnosti.htm";"КТО ВИНОВАТ И ЧТО ДЕЛАТЬ? Не секрет, что повышенная чувствительность зубов (или, как ее научно называют, гиперестезия) может причинить ..."
"F483EA5C-BBD1-4478-9499-11745A971C82";"Как делать элекрофорез";;"yBVTu7Gh-aE";"Электрофорез в домашних условиях: преимущества и ... - NoAlone";"http://noalone.ru/infocentr/zdorove/yelektroforez-v-domashnikh-usloviyakh/";"Электрофорез в домашних условиях: принцип действия, преимущества, методики, растворы, ... Видео: Как делать электрофорез самостоятельно ...";"Электрофорез. Суть методики, показания, противопоказания ...";"https://www.polismed.com/articles-ehlektroforez-pokazanija-protivopokazanija.html";"18 мар 2015 ... Электрофорез. Суть методики, показания, противопоказания. ... что ранее сделать было невозможно, так как после выключения ...";"Электрофорез в лечении заболеваний позвоночника и суставов.";"http://manualdok.com/phisiotherapi/elektroforez.html";"Электрофорез (ионофорез) –это метод физиотерапии который заключается во введении в ткани тела лекарственного вещества через ..."
"8A569601-8A91-9758-315C-8F2F334CE68D";"Как сделать маску для лица из соды";;"zR7-W3R_UuA";"Маска для лица с содой - эффективная очистка кожи лица";"https://beautiface.net/maski/dlya-lica/s-sodoj.html";"Рецепты масок для лица с содой, солью и медом. ... или для чистки раковины и плиты, попробуйте сделать из неё косметическое средство для глубокой ...";"Маска для лица с содой: рецепты, советы - Косметолог";"https://iakosmetolog.ru/face-mask/maska-dlya-lica-s-sodoj.html";"Как сделать маску для лица с содой? Маска для лица с содой считается одним из лучших косметических средств в домашней косметологии, так как ...";"Сода для лица: 10 рецептов масок с содой для лица. Содовые ...";"http://ladyelena.ru/soda-dlya-lica/";"Маски с содой для лица от прыщей и комедонов, акне, содовый маски от морщин ... Чтобы сделать содовую маску от морщин вам потребуется 1 банан, ..."
"29F04542-4215-D31C-6E5C-9C42660919D4";"Как сделать операцию на тазобедренном суставе в 2018 году";;"hjkPeM4QVbI";"Эндопротезирование тазобедренного сустава в Нижнем ...";"https://www.nnov.kp.ru/daily/26738/3767089/";"3 окт 2017 ... ЧМ-2018 · Политика · Общество · Экономика · В МИРЕ · Спорт · Звезды ... Где в Нижнем Новгороде сделать эндопротезирование тазобедренного сустава. ... В 2016 году в регионе (за исключением ПОМЦ) выполнено 1736 ... Суть операций эндопротезирования тазобедренного сустава - в ...";"Эндопротезирование для льготников в Запорожье хотят сделать ...";"http://www.iz.com.ua/zaporoje/endoprotezirovanie-dlya-lgotnikov-v-zaporozhe-stanet-besplatnyim.html";"13 дек 2017 ... Эндопротезирование для льготников в Запорожье хотят сделать бесплатным ... программа по замене коленных и тазобедренных суставов для льготников работает уже не первый год, но до сих пор ... Операция и лекарства сейчас обходятся пациентам почти в 7 тысяч ... 15:50, 9 июля 2018 .";"Замена суставов в Одессе, эндопротезирование в Одессе";"http://www.artromed.com.ua/zamena-sustavov/";"Операции по эндопротезированию коленных и тазобедренных суставов в .... На протяжении 2018 года действует специальная цена на модели суставов, ... Наша главная цель — сделать эндопротезирование в Украине как можно ..."
"76FF1E53-4E71-2852-D9E6-B3CE4472D225";"Что делать, если беспокоит мигрень";;"MifhFLhPhBE";"Мигрень: симптомы, причины, лечение - Головная боль";"http://headhealth.ru/migren.html";"Профилактика мигрени проводится, если приступы повторяются более ... но при этом нельзя делать перерывы между приемами пищи более пяти часов. ... Мигрень при беременности обычно беспокоит будущих мам в первые три ...";"Что делать, если беспокоит мигрень Мигрень: симптомы ...";"https://www.kakprosto.ru/kak-897061-chto-delat-esli-bespokoit-migren";"Что делать, если беспокоит мигрень. Мигрень является довольно распространенным заболеванием, около 20% приступов головной боли происходят ...";"Мигрень: симптомы, причины, признаки и лечение - Головной мозг";"https://golovamozg.ru/zabolevanija/migren-simptomy-prichiny-lechenie.html";"Пациенты, которых постоянно беспокоит мигрень, стараются исключить .... Если пациента беспокоит мигрень и боли, что делать подскажет доктор."
"35690D26-869D-7471-E73D-E7D82E0340E6";"Что делать при бессоннице";;"yW_74nMxJWQ";"Мучает бессонница? 12 способов быстро уснуть и хорошо - АиФ";"http://www.aif.ru/health/life/muchaet_bessonnica_12_sposobov_bystro_usnut_i_horosho_vyspatsya";"15 мар 2013 ... Бессонница в современном мире стала настоящей эпидемией – многие ведут ... Её лучше делать индивидуально, исходя из собственных вкусов ... Также настой травы укропа улучшает аппетит и помогает при ...";"Бессонница и ее лечение в домашних условиях, средства от ...";"https://med.vesti.ru/articles/polezno-znat/bessonnitsa-i-ee-lechenie-v-domashnih-usloviyah/";"Бессонница при беременности на ранних и поздних сроках ... Как вариант, можно сделать массаж с эфирным маслом. Как только вы решите начать ...";"Бессонница: что делать? Советы психолога при нарушениях сна";"http://vsdhelp.com/info/bessonnica-chto-delat.html";"Что делать, если мучает бессонница? Как справиться с хроническими нарушениями сна самостоятельно? Советы и рекомендации психологов, ..."
"221C8E5C-5419-6549-B971-F4CA3FB7428A";"Как сбить температуру и нужно ли это делать";;"cjkWgdzw9lY";"Что делать при температуре 38 °С | РИНЗА ®";"https://www.rinza.ru/o-temperature/temperatura-38/38";"Можно ли сбивать температуру 38 °С и чем? ... Если температура 38 °С держится на протяжении длительного времени, это может говорить о наличии в ...";"Как можно быстро сбить высокую температуру у ... - Легкополезно";"https://legkopolezno.ru/zozh/deti/kak-sbit-temperaturu-u-rebyonka/";"Обёртывание. Это более простой способ. ... о том, как сбить температуру у ребёнка до года.";"Как сбить температуру и нужно ли это делать? - Likar.info";"http://www.likar.info/zdorovye-vsey-semyi/article-41004-temperaturu-v-soyuzniki/";"4 мар 2018 ... Вы знаете, что температуру не всегда нужно сбивать, поэтому стойко терпите небольшое недомогание. Но вот столбик термометра ..."
"DE0D8D09-4F9D-FAA5-931E-25785B5A41D8";"Что делать, если традиционное лечение геморроя безрезультатно";;"KnQTE2LKQfU";"Лечение геморроя, средства от геморроя - MirSovetov.ru";"http://mirsovetov.ru/a/medicine/diseases/cure-piles.html";"10 окт 2007 ... Если появление крови вызвано геморроем, следует ждать и ... Больному делают очистительную клизму, затем в анус вводят аноскоп на 6-8 см. ... и используется при безрезультатном консервативном лечении.";"От геморроя народные - Симптомы, виды и лечение геморроя";"http://gem0r0i.ru/nar/ot-gemorroja-narodnye.html";"Рецепты для лечения геморроя народными средствами Вековая практика ... Особенный эффект такое лечение приносит, когда болезнь только .... Чтобы победить геморрой народными средствами, можно делать ..... В противном случае, все попытки избавиться от заболевания будут безрезультатными.";"Лечение геморроя. Как проявляется геморрой и как его вылечить ...";"https://www.kp.ru/guide/lechenie-gemorroja.html";"На ранних стадиях возможно эффективное лечение геморроя без .... курс лечения геморроя или же сделать операцию, если таблетки и мази уже не ..."
"09A6407C-ACF5-3F81-D44A-4A8C6E6A1C9A";"Как сделать операцию по уменьшению желудка в 2018 году";;"FQZZkCbzXsY";"Операции по уменьшению желудка будут делать в МОНИКИ";"http://mosreg.ru/sobytiya/novosti/news-submoscow/v_moniki_nachnut_delat_operacii_po_umensheniyu_zheludka_3468";"1 день назад ... Операции по уменьшению размеров желудка начнут проводить в ... поставлена задача – провести пересадку сердца в 2018 году» >>.";"«Один килограмм лишнего веса уносит пол года жизни ...";"http://bloknot-krasnodar.ru/news/-odin-kilogramm-lishnego-vesa-unosit-pol-goda-zhiz-864049";"17 июл 2017 ... Уникальные видео-кадры операции по уменьшению желудка. ... С 2005 года занимается развитием хирургии ожирения на .... Но тем не мение, некоторым приходится после бариатрических операций делать и ... Найден рюкзак пропавшего в горах Сочи подростка 06.07.2018 Происшествия.";"Как похудеть, сделав операцию на желудке. Разговор с ...";"https://mag.103.by/zdorovje/32243-kak-pohudety-sdelav-operaciju-na-zheludke-razgovor-s-bariatricheskim-khirurgom/";"С какого веса начинают делать операции на желудке? ... Лет через 5-7 эффект от операции уменьшается, и пациенты начинают поправляться."
"50E4C316-40CE-2E02-C9FC-60A7C83053C0";"Что делать, если укусил человек: первая помощь";;"YMRiO4DwT2Q";"Укус человека — Первая помощь и методы лечения при укусе ...";"http://otravlenie103.ru/ukusy/ukus-cheloveka";"в районе укуса человека может возникнуть кровоизлияние, появление ... И так, если произошел укус человека другим человеком, что делать: В первую ...";"Что делать, если укусил человек: первая помощь Лечение ...";"https://www.kakprosto.ru/kak-939307-chto-delat-esli-ukusil-chelovek-pervaya-pomosch";"Что делать, если укусил человек: первая помощь. Укус собаки или кошки может привести к очень неприятным последствиям. Но случается так, что люди ...";"Первая помощь при укусах человека";"https://www.tiensmed.ru/news/ukus-celovek1.html";"9 дек 2010 ... Первая помощь при человеческом укусе: в чем заключается опасность такого укуса? Что следует сделать в случае, если Вас укусил ..."
"4012BC03-04CB-A633-5175-CEADBB430DFF";"Как делать массаж при кривошее";;"PIeerdnZFwk";"Приемы массажа при кривошее - Udoktora.net";"http://udoktora.net/priemyi-massazha-pri-krivoshee-67831/";"Поговорим о приемах массажа при кривошее. ... от сосцевидного отростка до ключицы, растирания можно делать мягко, подушечкой одного пальца, ...";"Массаж при кривошее у грудничков - Все о грудничке";"http://ogrudnichke.ru/zdorove/massazh-pri-krivoshee-u-grudnichkov.html";"Основные приемы массажа при кривошее у грудничков помогут быстро ... сама делать дублирующий сеанс массажа ребёнку перед ночным сном.";"Массаж и гимнастика при кривошее у детей - Все про детей";"http://www.vse-pro-detey.ru/massazh-i-gimnastika-pri-krivoshee-u-detej/";"Основной целью массажа при кривошее является улучшение ... Что касается поколачиваний и вибраций, то по ним нет ограничений – можно делать в ..."
"8AE0B088-ADFB-01F1-5C6D-A14439091287";"Как при беременности делать анестезию";;"McJGlKGvLMI";"Лечение зубов во время беременности — Клиника ISIDA Киев ...";"https://beremennost.isida.ua/article/lechenie-zubov-vo-vremya-beremennosti/";"20 июн 2013 ... Все знают, что во время беременности из-за изменений гормонального ... Важно лишь помнить, что делать анестезию можно, когда ...";"Лечение зубов при беременности с анестезией: можно ли ...";"https://sberemennost.ru/pregnancy/illness/lechenie-zubov-pri-beremennosti-s-anesteziej";"Анестезия при беременности разрешена, если врач подбирает ее в ... беременности обязательно уточните у врача, можно ли вам делать анестезию.";"Как лечить зубы при беременности? - Журнал 9 месяцев";"https://www.9months.ru/zdorovieberem/5581/kak-lechit-zuby-pri-beremennosti";"зубная боль при беременности, зубная анестезия при беременности, удалять зубы во время .... Можно ли беременным лечить зубы и делать снимок?"
"0D1CD700-BBCD-30C3-31C2-E65567602CD6";"Что делать, если храп мешает жить";;"cU_i24xBsdY";"Муж храпит - что делать? - Бессонница";"http://usny.ru/kak-usnut-pod-hrap-partnera";"Миллионы людей в мире страдают из-за храпа партнеров. Что делать, если храпит муж или жена? Или вам мешает уснуть храп соседа по комнате в ...";"Что делать, чтобы не храпеть - Sleepnet.ru";"http://www.sleepnet.ru/populyarnyie-stati/chto-delat-chtobyi-ne-hrapet/";"Что делать, если муж храпит или жена мешает вам уснуть своим храпом? Или как не храпеть ночью, если Вы молодая девушка и также страдаете от ...";"Как уснуть под храп: проверенные способы для каждого - Храпless";"http://hrapless.ru/vidy-i-sposoby-lecheniya/kak-cheloveku-usnut-pod-hrap-vtoroj-polovinki.html";"Помочь уснуть, когда около тебя постоянно раздается храп другого человека, ... Некоторые не сильно задаются вопросом: «что делать, чтобы храп не ..."
"781CA98A-175A-BF07-1445-CB4C0EE0EAB5";"Как сделать медовую лепешку от кашля";;"J1GYni4qBJs";"Медовая лепешка от кашля для детей и взрослых: 5 рецептов ...";"http://lechilka.com/medovaya-lepeshka-ot-kashlya.html";"Медовая лепешка от кашля. 1 Мед с ржаной мукой как компресс; 2 Можно ли ставить медовые лепешки от кашля детям; 3 Как сделать медовую лепешку.";"Медовые лепешки от кашля детям - Болезни.com";"http://bolezni.com/stati-o-simptomax/kashel/medovye-lepeshki-ot-kashlya-detyam.html";"Кашель пройдет мгновенно, выпивайте по 3 капли ... Приложив медовую лепешку, ребенка следует ...";"Медовая лепешка от кашля (проверено на себе). Дополнила ...";"https://www.stranamam.ru/post/8421336/";"21 сен 2014 ... И вот вспомнила про медовую лепешку от кашля, делала ее и себе и ..... можно не на всю ночь, а на дневной сон попробовать сделать."
