GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
9B71E665-4EAE-9EAC-6C16-821857F20D46;Как убрать лишнюю жидкость из организма;;;;;;;;;;
3872FC11-B223-E9AC-9178-B2D47CDFE1D1;Как применять ректальные свечи;8oVEVZkVAsI;;;;;;;;;
BE10108E-1F8F-5B28-E552-67A9C6F66B94;Как остановить сильный кашель;FjW2xtwQ5WA;;;;;;;;;
496A9DE6-4E6F-5550-D278-7C1C68FDF0AE;Как поднять гемоглобин при химиотерапии;;;;;;;;;;
2CF5F23E-A356-70C3-4C6B-A2852D319F57;Как успокоить зубной нерв;;;;;;;;;;
ABB0A85F-F446-6014-7E8E-8AB0C3E1C6FE;Как выработать иммунитет;uEDYqPADt1A;;;;;;;;;
4DF4C657-7676-CA2E-4B01-AF028492A534;Как убрать отложения солей на шее;SLKtsOLyNzE;;;;;;;;;
027B552A-E2E7-51D8-9C26-2F62EC348A09;Как восстановить гормональный фон народными средствами;vuKzBZt1q1M;;;;;;;;;
FDD373E6-0680-6129-29C7-E10E8F74FD55;Как избавиться от фингала под глазом;;;;;;;;;;
7340F1EB-A34C-6590-5199-7B7DF40DBBCD;Как спасаться от токсикоза;i_O97pKlQws;;;;;;;;;
6ED0AF70-8592-F1F9-4D6E-D712727EF605;Как справиться с аллергией;;;;;;;;;;
2E590D8D-94B6-3EF4-86B3-959FFF8F237C;Как избавиться от трихомонад;;;;;;;;;;
D597C767-B5CA-A58A-6061-0652D87CF950;Как выздороветь и не болеть;35z59JPuSXE;;;;;;;;;
5CE05BA0-BFE5-EFB6-B51D-F5A196224837;Как лечить кашель кормящей маме;;;;;;;;;;
B41A2158-46AE-C820-9379-85CF62620AF6;Как запустить кишечник;;;;;;;;;;
B267A361-B241-F28E-30F7-4266D55748A2;Как избавиться от насморка и кашля;;;;;;;;;;
4525D57A-20AB-5546-B682-9F16C29C2AF5;Как нормализовать пищеварение;ocONfjW51rA;;;;;;;;;
711266D1-28A3-01DE-4889-57ABAD69A357;Как снять приступ подагры;Z1o-aeRoHEo;;;;;;;;;
AC7E2C1C-2F1C-9474-215C-70EA8F14E62C;Как избавиться от корочек в носу;rKq7agnIy2w;;;;;;;;;
085A293F-EA71-DA55-FCC8-3DA260E70D5A;Как снять спазм желудка;;;;;;;;;;
8F7AACDC-D204-1C05-25CD-1F5E78D1CD99;Как избавиться от остеохандроза;;;;;;;;;;
156184FD-DABE-F099-F16C-311B5247F0CC;Как вывести билирубин;;;;;;;;;;
DC5D9D81-CD71-5FE1-F99F-BC50DDC7487F;Как сбить нижнее давление;;;;;;;;;;
700584D5-11A6-1D08-E60B-4276BDFB071C;Как вывести грибок на ногах;RiTjtOvyQcU;;;;;;;;;
78C2C7B9-3528-AACF-339A-7946E2DCBFFC;Как удалить стержневую мозоль;Tb6J_QhQ2Yo;;;;;;;;;
AEE740E9-042A-6F44-0490-218D6122B5CF;Как вернуть мужскую силу;TrSjalmWYsU;;;;;;;;;
0CCDCD8A-61EA-4A39-33AA-F63819851832;Как избавиться от аллергии на собак;;;;;;;;;;
D3E42225-31AA-5086-F62E-CBC0831185D6;Как избавиться от головной боли беременной;6dFqLZ-QJ50;;;;;;;;;
C3078B1D-81A6-5A13-A208-A98A01F2B29F;Как убрать зуд при молочнице;;;;;;;;;;
C51202FC-A4E5-0EE8-D229-6F25B9CECB3C;Как приготовить раствор глюкозы;;;;;;;;;;
FE07BE38-F732-1375-26B8-AFDD842816AF;Как повысить гемоглобин;;;;;;;;;;
7CEC6185-5B03-EB92-DC69-E206A4C3C623;Как убрать воспаление с прыща;;;;;;;;;;
DCC5CA91-AF82-B589-E6A9-92E9B86DA638;Как избавиться от депрессии;eT8Z5OyXGDc;;;;;;;;;
5FFBEFE4-929C-17F0-77D3-7303C2CDB993;Как убрать холестерин;;;;;;;;;;
9EEF52C7-699E-4719-7586-EA3D87D0AA6E;Как почистить сосуды сердца;;;;;;;;;;
83DA5BDD-46FD-D7F0-0210-96527157A0E7;Как вывести каловые камни;YLpOZYI1QNM;;;;;;;;;
912E238D-2987-B258-0C0D-842959AD0492;Как убрать бельмо;dvg9X0XIsXo;;;;;;;;;
F7371C10-152C-AF77-F0F6-28EA2C1B917F;Как удалить камень в мочеточнике;rDo4IFIe30w;;;;;;;;;
F66D1F9D-5353-74AF-549F-D078584172C3;Как избавиться от молочницы беременным;;;;;;;;;;
ADE2F127-A38F-D86E-92C1-DAC8CC9B1460;Как определить онкологию;;;;;;;;;;
D3E2F5A8-45FD-E0E2-4060-BEC82F9E4307;Как уменьшить билирубин;;;;;;;;;;
330853F4-1BA2-4A91-B0A0-5D22822FE55F;Как убрать жидкость в колене;_O6REytvoks;;;;;;;;;
73635652-7946-98FA-0D0E-04D8835C2A6C;Как победить сонливость;;;;;;;;;;
FD12F4CF-EE43-C59F-EDE5-F13BF601C96B;Как избавиться от аллергического насморка;1ZidCITa9fE;;;;;;;;;
78A88931-37B2-EAB8-695C-626C1768B206;Как рассосать тромб;;;;;;;;;;
51B40F2C-FBA8-5500-99DA-51F61976FABA;Как избавиться от алкогольной зависимости народными средствами;;;;;;;;;;
B3F82A0F-5A2E-63C3-96ED-D1849FD542D5;Как уменьшить миому;UW8IbeFXEhw;;;;;;;;;
42C86FDC-F326-1BD5-7896-58DD4981C77E;Как выправить позвоночник;;;;;;;;;;
88B80E2C-A86A-B02F-A129-C95947F6C813;Как увеличить подвижность спермотозоидов;;;;;;;;;;
32BAEF2C-3653-85DD-DE5E-B54F77DD425E;Как снять боль при межпозвоночной грыже;;;;;;;;;;
72E5481B-5CFC-5514-78E5-B88F4ED3C3B3;Как снизить лимфоциты;;;;;;;;;;
E53AC1F3-CE0D-0EFA-7FA6-86E16F71A9FE;Как избавиться без операции липомы;;;;;;;;;;
CC5B86DE-CB8F-EFA3-81AD-AE269F0C30DA;Как приготовить солевой раствор для промывания носа;Wj8Sr0wSlq8;;;;;;;;;
E46CB429-1545-CD2E-01FC-892C223A43F6;Как избавиться от себорейного дерматита;_q0US_bLd9E;;;;;;;;;
58A49896-3F91-BE23-FD6E-1304ED4A507B;Как заваривать овес для лечения;aPbQjczH5D0;;;;;;;;;
A199B63F-EFBF-82E0-1B9D-4DA5371740A2;Как ставить микроклизмы;gd2exwt25JE;;;;;;;;;
D5C1E68A-85EA-4D1F-ED50-063776BC2F64;Как лечить диффузные изменения печени;jIjKxkEB-F4;;;;;;;;;
E7057657-CD2D-D261-70B1-A21ADDEB4A61;Как убрать боль в пояснице;rQCiIiNC1Hs;;;;;;;;;
BA34F7AE-0FD7-3DA1-03E3-31988F1BDB17;Как избавиться от боли в сердце;3sId8WKflUY;;;;;;;;;
53623B2A-DBA5-5B48-A785-6614E05360F4;Как снять приступ мигрени;;;;;;;;;;
FD4459F7-2936-E7A0-2109-5F9BB5CBFFB5;Как успокоить сухой кашель;PoKEmWTHZdg;;;;;;;;;
D3388B22-1FC9-FF78-2311-4C72FBF2E0BE;Как восстановить дыхание;;;;;;;;;;
E5E6A18F-94DB-3BE4-4B97-F59CFC13B82A;Как убрать пупочную грыжу;3T-yEg7WoH8;;;;;;;;;
D9AF7540-64D1-90A7-FAC3-8BDB7074CFE7;Как принимать гормон роста;JlimK4NVH9g;;;;;;;;;
C5739476-3671-4785-ABCA-FC2F771B136F;Как снять опухоль колена;;;;;;;;;;
B28A30EC-1691-B10B-C9D0-62ACDE18BBC9;Как бросить пить мужчинам;;;;;;;;;;
739F1183-1505-FA1F-71A5-59137937B351;Как уменьшить кортизол;;;;;;;;;;
36757020-9DE7-14D8-15A2-65C83040A018;Как отличить лекарство от подделки;x4Ev0qVixeI;;;;;;;;;
F7140DD5-4AE0-08AF-F4F5-08E14014CE43;Как избавиться от застоя желчи;;;;;;;;;;
117B6159-9EF2-1572-CFCF-3DB8692A6B0D;Как попасть в стационар;umJ5OtXzuRY;;;;;;;;;
8667F7BC-B66A-B49B-7E85-CA6A76DD890C;Как снизить уровень гемоглобина;ePOrJE8CsFg;;;;;;;;;
7D270F1E-0771-D1A0-D780-BC2BFFFB1C60;Как убрать косточку на большом пальце;;;;;;;;;;
03E6D2D2-203B-0983-5539-8F7EE8C90208;Как избавиться от запаха из пупка;s7NMqL5sHHI;;;;;;;;;
6E86D2C8-C35E-AA75-247E-EEF2A42B1325;Как перестать храпеть;wKe_wk8wNF0;;;;;;;;;
4B85A49C-6097-227A-3B96-5B6F10661188;Как успокоить сильный кашель;TqCt7CaAo7U;;;;;;;;;
FAF0D74A-D79A-9080-88F0-A2FF8DB1A567;Как справиться с токсикозом;I1Y5WfC8US8;;;;;;;;;
7A623BB6-E834-EEC2-40C6-4879823FF214;Как добиться расслабления мышц шеи;;;;;;;;;;
F36BC804-F729-8800-6EE7-296B3CD6ADA1;Как носить шину Шанца;MJNxMY_PeHs;;;;;;;;;
AC9CF909-2D73-44B1-197F-281E0B07E737;Как избавиться от бородавки;;;;;;;;;;
1342ABA9-812E-12C9-18CD-CE1EA8A9961A;Как устранить изжогу;;;;;;;;;;
2F91F749-C44C-8083-402B-3CBA4DFBA851;Как сохранить сердце здоровым в 2018 году;NC_jSm6ch78;;;;;;;;;
AEA90365-03F2-5527-EF00-174B6EEC6A15;Как избавиться от эрозии шейки матки;;;;;;;;;;
0A71F79D-4118-E61B-9360-B819D0C8DEEA;Как увлажнить слизистую носа;;;;;;;;;;
4C73E6E9-3CDA-906F-E45D-8D6DD03B8B70;Как вызвать рвоту марганцовкой;;;;;;;;;;
FB753C46-8477-E901-924D-855CCA5B2A78;Как предотвратить гайморит;8EgiOAWYPhg;;;;;;;;;
1C80E34F-AA5A-DFAB-D587-750DAC317F12;Как избавиться от гриппа;ykmwUupCsRE;;;;;;;;;
221D1A1D-5202-6672-CCB5-3D30B49B2CD7;Как избавиться от шелушения на голове;;;;;;;;;;
582CA1CC-778B-4C07-8246-72C93FFF6EF1;Как задать вопрос доктору;ZrGsTN8DKlU;;;;;;;;;
4A7C0D5A-809D-BCA4-3864-B733443418E5;Как помочь алкоголику;NRq-D-F8xdI;;;;;;;;;
96BA94B3-3E5D-66EC-8DAE-07697837A04C;Как разработать локоть после перелома;;;;;;;;;;
3D5FDD42-4CDD-28CA-B758-ECC1C1C908E0;Лечение межреберной невралгии;;;;;;;;;;
15565CCA-F136-B826-92A2-5E65972159F8;Как бинтовать голеностоп;EZamo5lzngU;;;;;;;;;
4A74AD02-14C2-F5B9-F047-F7300CDD318C;Как повысить гемоглобин без лекарств;;;;;;;;;;
594FA44C-4D2D-DB26-2764-C380899EC006;Как восстановить организм после постинора;u8g5WD4Wnyo;;;;;;;;;
0A9ECDFF-B031-EBE5-E58B-D5CF84AA4D63;Как пережить операцию;IJP02fw-7hI;;;;;;;;;
EFAEB307-4D7B-BA82-0B96-E570F401C6CE;Как побороть грипп;IdKUao8i_Lo;;;;;;;;;
86A57FA7-0F63-8077-42B2-BCEAA6F727B5;Как снять симптомы простуды;;;;;;;;;;
717ADD08-786E-8B41-AB90-A4E8A2E3BCB5;Как избавиться от цветного лишая;22G2ehf8Gq4;;;;;;;;;
13CCD57A-5B3B-BDD2-18EE-CB3DC4B2D9BA;Как улучшить остроту зрения;dawRWTSIfdQ;;;;;;;;;
4C587191-3087-4E9E-3B07-DEFC66ED6427;Как убрать гематому на лице;;;;;;;;;;
65D1E66C-194D-2364-19A6-C6A3012EBDCF;Как избавиться от кисты на почке;djzUkO-i2n8;;;;;;;;;
11595A75-8F1A-1D2A-F244-B878EE4716F1;Как поднять гемоглобин у младенцев;;;;;;;;;;
7A7BBBBA-A301-D0F3-9E25-646FDEE54B5C;Как избежать осложнений после гриппа;o_f50q9R3jM;;;;;;;;;
FAD9C905-0297-BCE3-0C5B-3E2A422141F3;Как повысить гемоглабин в крови;;;;;;;;;;
29C73705-4294-7C35-DA39-2374CEE9EC28;Как повысить количество тромбоцитов;;;;;;;;;;
AF80EAF8-A2BF-AB56-4D76-1BF8E5CF85F8;Как избавиться от похмелья;6Lje2Cs5UzA;;;;;;;;;
7C079B25-EE80-29DB-01F8-1D09EE180B58;Как понизить артериальное давление;nfFh7UVu6Bw;;;;;;;;;
A51F0377-7BBA-ABE9-87B7-8B5B1564A53D;Как быстро отказаться от вредной привычки без стресса;;;;;;;;;;
3D613DE7-96CD-5674-92F1-983186AB3FBB;Как улучшить работу печени;JqAvZSA5e1Y;;;;;;;;;
3140CB82-AFAC-0573-F6F9-01FB9F657BA2;Как исправить осанку;jMZxbgrxsQk;;;;;;;;;
1D91F914-E411-0A77-9865-3F2FCA5FB8B0;Как лечить грибок между пальцами;LDsM81PE3GA;;;;;;;;;
0D29E029-5963-FE9F-690B-22FE58F3C0A0;Как восстановить зрение после компьютера в 2018 году;byxsPhBbLFM;;;;;;;;;
D2CF1500-6EDE-DE46-DBEF-F96C24B19317;Как заставить работать почки;;;;;;;;;;
6921361F-AAFE-B96B-42E4-3A0CFC697ED0;Как применить клизму;xvt46pPwHFg;;;;;;;;;
618061E7-F4D5-94FC-9DDF-5C05D6A3AB24;Как избавиться от стержневой мозоли;gtBmgIWyldQ;;;;;;;;;
53A92AB4-22D0-F03A-1C8F-EACE5A4270D7;Как избавиться от водянки;;;;;;;;;;
DED461AC-96C2-4B9A-7855-625574DAE69A;Как снять сердцебиение;WPZTE9CnmKY;;;;;;;;;
A3459522-A35F-7604-525D-9E58C8FA8030;Как избавиться от невроза навязчивых состояний;OdeFfoKeRLI;;;;;;;;;
A4626A3C-62A4-5B85-D1AC-D8824CF90ABC;Как справиться с насморком;SNaB8hcOXsM;;;;;;;;;
CB69B5EB-A8FC-0368-114F-FDE4064B5BF7;Как избавиться от угрей в 2018 году;UjJ3IEVUW7c;;;;;;;;;
CA4D8DB1-37E5-5D17-ED59-1E1DD10EE8C5;Как повысить мужскую силу;Xx0gFKxkzbs;;;;;;;;;
6582C44B-1584-07A2-F30C-2AB59A36B9AF;Как прочистить носовые пазухи;;;;;;;;;;
3AB84622-5EE6-9604-9E8D-98E5CE7AE8A0;Как укрепить бронхи;um8VDBuOq6o;;;;;;;;;
413BC655-7C8A-50B1-B74A-FE1C721B019B;Как избавиться от неприятного запаха изо рта;Gzye77zU1RY;;;;;;;;;
024074D7-AD21-0549-ACA9-734A4840532A;Как уменьшить вязкость крови;vfsBqqOzL74;;;;;;;;;
461109C3-DF50-12BB-AA73-8EFC653E9909;Как вывести сахар из организма;f15ihmwUYf0;;;;;;;;;
68B8034A-7690-3064-E307-A926B1814E5A;Как повысить нижнее артериальное давление;3FFNS9Skgo8;;;;;;;;;
09758D4F-7D50-8972-0166-38350AC94C7B;Как избавиться от шишек на большом пальце;uOdJuiT_ZM8;;;;;;;;;
1CE2D2AC-6F89-3AAF-E53C-A09ADEC1892E;Как поддержать зрение в 2018 году;GujhxfVKgEo;;;;;;;;;
8612DB07-C56D-4A87-273F-E470A01B5E02;Каким образом снизить уровень холестерина;NfARWucuMdU;;;;;;;;;
57D6AAF2-6E31-A3D0-1A61-F66B348E56C7;Как укрепить почки;;;;;;;;;;
CF9D9E98-17E7-A9B0-C8D9-695517328739;Как лечить увеличение печени;;;;;;;;;;
0731E06B-8A56-34B3-4FB5-42B975FE8037;Как распознать тромб;4rY6K6I2LEg;;;;;;;;;
FE6AAD6E-ED2E-69C0-DEC4-D95BEC429301;Как проверить остроту зрения;;;;;;;;;;
C5A923E4-3968-6CCD-BB75-F5252B2A0551;Как подготовиться к осмотру врача;;;;;;;;;;
19F266F8-5355-43E4-2AE0-FFBA3E7E6ABE;Как выжечь бородавку;;;;;;;;;;
D47621CD-BB1C-01A9-B7C9-1C3A1BBD887A;Как облегчить боль при цистите;;;;;;;;;;
ACA008CF-5423-E079-0B99-0BC29AE3AFF0;Как справиться с булимией;7hXwfE9Xx5A;;;;;;;;;
6914174B-AC28-C4C9-73F6-1BA57F8E15CE;Как избавиться от стафилокока;R7jJ8oMkwkc;;;;;;;;;
D6FF9879-034F-F9F9-9626-13C2B86EE2B7;Как избавиться от болей при менструации;;;;;;;;;;
C57E5951-02B1-9A6B-1922-9FBBA3F19DE9;Как избавиться от молочницы во рту;;;;;;;;;;
493AA14C-B804-9BBB-1940-B25B63C77C52;Как снизить давление во время беременности;5-FmRqWk4E4;;;;;;;;;
8E2EEDF6-7627-8453-9222-262CFB9F2E8A;Как снять зубную боль;BlLnPD17TLs;;;;;;;;;
339B54ED-81FF-64F4-E028-80AAA8C97A95;Как избавиться от язвы желудка;EAepjedt4jw;;;;;;;;;
0D822B01-ED6A-02DA-4869-CBF2B631BEC0;Как вывести железо из организма;f15ihmwUYf0;;;;;;;;;
9A7C73C0-36EE-FA2A-5327-07ACFB4D15AD;Как избавиться от мозоли на пальце руки;FNEFH22oalk;;;;;;;;;
9A2B9F31-88DB-CF69-12D6-CB48859A0504;Как восстановить водно-солевой баланс;;;;;;;;;;
67B539FD-FA0E-ACD9-6AB7-85E9F1DC12B7;Как вводить Генферон;#NAME?;;;;;;;;;
AA0FDE76-B8A9-917E-EC75-F346B209141E;Как нормализовать работу сальных желез;;;;;;;;;;
138F1566-5AFA-E918-9EBD-0D4F0E1CEBAF;Как избавиться от нейродермита;;;;;;;;;;
2CBBCEAA-2ED9-A131-133B-8292DCBAEA1C;Как избавиться от шишки на голове;;;;;;;;;;
4AC642FB-A686-7A08-7313-F307A309C098;Как облегчить ночной кашель;;;;;;;;;;
97F6BC5E-A4A7-8690-0E83-062043CBCB53;Как понизить уровень лейкоцитов в крови;;;;;;;;;;
C70FC7D4-E090-53D0-7F41-D757F66FF61F;Как разработать локтевой сустав;oafeioiiX1U;;;;;;;;;
BFD04BD8-86DD-7D7F-7049-DB18BCCA1081;Как лечить повышенный билирубин;OTxklyfKT-M;;;;;;;;;
20615469-3D3A-FCC9-130D-B28997478EF0;Как вывести алкоголика из запоя;;;;;;;;;;
F3EE0E02-CED4-EB0C-2016-5D351EC04C89;Как почистить желудочно-кишечный тракт;;;;;;;;;;
F8125FD0-767D-90FD-0EAB-56D42D9F06DA;Как уменьшить аденоиды;bAHz2aXgHdY;;;;;;;;;
1E0ECAEA-5971-C919-1613-74CA9A0B290D;Как избавиться от кишечной палочки;;;;;;;;;;
9F32B2A1-348E-C317-97E2-C90D05D2CE19;Как снять отечность с тела;;;;;;;;;;
D3DD6F8E-0B81-5DF4-13DE-4E964D37F251;Как избавиться от дальнозоркости;;;;;;;;;;
7F3D95BD-0C4C-55DC-8335-F361C54B504A;Как избавиться от хронических запоров;Vp6A1ORYeSY;;;;;;;;;
78072466-C96E-A2F4-CD5A-4E8C16BD19E0;Как остановить чихание;z6sxXyzi8e4;;;;;;;;;
5A015F4E-82E9-FD0D-0D5D-4C081E7729F8;Как улучшить обоняние;txUN39UrG8I;;;;;;;;;
BCAFBA20-041F-48B7-D8B8-E5373BBF5662;Как вязать пятку носка спицами;AB8yoVMxXK8;;;;;;;;;
652A6EBE-4B77-CAFB-8A9B-B29E4DF399AE;Как поднять тестестерон;;;;;;;;;;
45AF3C15-7F2A-4E6B-4556-0A84857B139D;Как снять чувствительность зубов;;;;;;;;;;
493BEA13-62F6-739D-996B-CF59FC98FEB3;Как избавиться от болей в пятках;Bjsaa3PY3Os;;;;;;;;;
9051DE75-2D19-233F-E32B-3830A8C86F66;Как сбить высокую температуру;95Bko6wGrvc;;;;;;;;;
7BE3DF3B-BE77-DB9A-ED50-FC1B286AEFE6;Как избавиться от варикозного расширения;;;;;;;;;;
0E32C31B-17DE-75EF-1915-541AF2DA3CE4;Как повысить низкое артериальное давление;;;;;;;;;;
54FB8D51-4478-083C-8122-50C118D9504F;Как понизить лейкоциты в мазке;plRqsYsOPtE;;;;;;;;;
80553F80-4A34-EBA2-1233-845BCEC23A5F;Как полоскать горло Ротоканом;;;;;;;;;;
28B812DF-2ACA-48ED-887A-61CEEC9DF0E9;Как понизить адреналин в крови;V3g-WTDXfNI;;;;;;;;;
244CBAE9-7134-A6C0-51AE-CA95C30121D7;Как снизить температуру уксусом;z0y43blvBPQ;;;;;;;;;
53A59AAC-C8E2-AF36-B5AD-BFAF4B8C3895;Как вывести чирий;;;;;;;;;;
E1A7039F-FEF2-BA31-3D12-A2626374F922;Как оказать первую помощь при ожогах;cII3IWmsXSw;;;;;;;;;
1786C25F-44B8-AFCC-3CD3-2B92F7054AA5;Как принимать ампициллин;;;;;;;;;;
D468DAC1-BE85-0B36-E50B-34B9DC21E710;Как восстановить ногу после перелома;;;;;;;;;;
3AB33A97-466A-C5CF-F58A-33167B24E776;Как избавиться от гигромы;;;;;;;;;;
F1A91071-63D1-D731-A208-F0183B33A173;Как снять приступ желчнокаменной болезни;f23TUvBOTe8;;;;;;;;;
85243FFB-785B-B612-BC5D-2839ACFAA17D;Как солить арбузы;1lrO-34sevY;;;;;;;;;
AC8292DE-A888-5844-0402-0B8C199757C5;Как избавиться от обморожения;eulzutguNm0;;;;;;;;;
A66E5A7C-CCFD-4A4E-7B58-39EF628A81E3;Как избавиться от аллергии народными средствами;;;;;;;;;;
16156042-A967-FA87-75CF-2253FCFA1C6B;Как пить облепиховое масло;4jXTB8Sa-IM;;;;;;;;;
46807B07-5B84-6629-A19E-BAE6CC7331FC;Как сохранить правильную осанку;IxMA7RPLl5s;;;;;;;;;
D5D3BB3A-822D-B502-EA56-03D518323903;Как остановить герпес;UxpXdUCrR6A;;;;;;;;;
CA00B794-7D5F-99F1-1DC4-CBDA4B304134;Как понизить тестостерон у мужчин;;;;;;;;;;
43BAB7CE-F8A1-7185-DA5A-2AF2F8B554C3;Как уменьшить уровень сахара в крови;9Q6Kij3VOGw;;;;;;;;;
618828F0-DC65-97D7-3747-757079A91365;Как поддержать почки;_gtbi5Ltais;;;;;;;;;
AF378393-54E0-F2D9-ECE4-A3FD2A2F041F;Как защитить легкие;G_hw15Ky_94;;;;;;;;;
B705E1AC-8471-2158-9FC6-651CB74CBA35;Как принимать инсулин;;;;;;;;;;
5193248B-81D2-3C37-79B2-AD85E732FA02;Как принимать фолиевую кислоту и витамин Е до беременности;EEtVmNELA1s;;;;;;;;;
A237382C-EDB2-3BD3-0AA7-12F3909CE282;Как победить гипертонию;V-p3ZHmR6Wo;;;;;;;;;
9A801ADB-6D0A-8CEA-B7D0-DC6CB69498BF;Как прочистить слезный канал;71rSi1wEeWU;;;;;;;;;
BE79A86F-F370-1E46-1895-0DBF69887491;Как улучшить или восстановить зрение;mF-uRePOfus;;;;;;;;;
3087A677-ECC5-381F-97B6-CCEFBC33CFA4;Как облегчить температуру;A8eXagp4Ay0;;;;;;;;;
E274A79D-2561-59D8-0AC5-3CB6152DC612;Как пробить ушные пробки;;;;;;;;;;
7237297A-6B6C-2382-DE84-C7ED74DA6E39;Как вырезать жировик;bNgCjRrl9JU;;;;;;;;;
66812505-8853-E640-341D-A1D0884E63BA;Как снизить уровень креатинина в крови;kEL0OW1MNPw;;;;;;;;;
C28F637D-45EF-A6EA-77DE-3DD0C8760B6C;Как снять отек носоглотки;;;;;;;;;;
F00FE7F6-FDF9-7D93-1314-D7CFD4290AD9;Как снять боли в коленях;;;;;;;;;;
59081AFD-E83F-31FF-0A47-DB5DDA55B568;Как применять горчичники;;;;;;;;;;
C472B5F2-2A24-BF60-4C4F-322B7FB59276;Как принимать сорбит;;;;;;;;;;
AC1617AF-BD82-D842-22BE-61E32F6767B4;Как справляться с менструацией;6hyl1AwUxHg;;;;;;;;;
0BBC5994-B02A-1E60-EF22-01ABCF1BE939;Как снять сердечные отеки;qiOvU2iMdug;;;;;;;;;
5CF4EC14-D530-86C9-8283-9A77E319DA72;Как избавиться от алкоголизма;MtxN98wbHPk;;;;;;;;;
82061C60-883A-9F7C-11BD-2386E2100BAE;Как сбить очень высокую температуру;95Bko6wGrvc;;;;;;;;;
E09AB0AD-ED02-D161-ADA2-B16943AD1D76;Как избавиться от атеросклероза;DjrfLFzfgQg;;;;;;;;;
EC72C169-B6D4-FD1A-2996-DBEE89D6E747;Как закручивать банки;;;;;;;;;;
1BAC99ED-A5D7-4C92-FBBD-61B425ABC8C1;Как избежать появления тромбов;Ur8jitVeCz4;;;;;;;;;
74F8CF6B-2C09-ECCB-C8CD-6D8CC5A06F73;Как распознать колики;;;;;;;;;;
8E55BD00-9FFB-5B83-88F5-55AF696EBD04;Как снять аллергическую реакцию;;;;;;;;;;
E0059367-E342-E2B4-807B-28D6F0EBE017;Как предотвратить запах из рта;;;;;;;;;;
78AB8CA6-350B-C7EE-820C-9004BA2274B5;Как повысить тонус сосудов;n7Lbrg-3vEw;;;;;;;;;
F733FC66-3FAF-D4C5-B13D-C89BF80EE104;Как избавиться от комедонов в домашних условиях;UhZoqYqnA_g;;;;;;;;;
CDCD9254-AF64-C568-BD53-86662128C68F;Как остановить близорукость;anUF0Lx2iyY;;;;;;;;;
1E64BAFC-7A87-A66D-066E-7CB71D6AB419;Как избавиться от трещин на пальцах;hndWgb9KYs8;;;;;;;;;
370B5B39-97C1-32B1-364B-D93315B3CF5F;Как убрать слизь в горле;;;;;;;;;;
881EDC27-4262-7839-E830-88CADA61BDEB;Как восстановить охрипший голос;yQUsBfQeOo0;;;;;;;;;
C8B097EE-84C6-8DA6-B36F-A624F3F9E987;Как очистить гайморовы пазухи;c0wA8OeE0ek;;;;;;;;;
FA52CE92-C02B-A99E-4C21-A05589606EBC;Как применять морозник;;;;;;;;;;
BCC3D476-4358-42D9-A9FB-B0F5419C3CDF;Как восстановить голос после операции;6WWiT9zb5fE;;;;;;;;;
124E6CBD-86BC-4228-4A10-3F5C9860F683;Как избавиться от привыкания к каплям в нос;;;;;;;;;;
AD679BF8-8C50-BDF7-01DB-A263E02D108F;Как восстановить клетки печени в 2018 году;;;;;;;;;;
CA98E322-BC90-21BE-829D-20E4D532B54E;Как убрать опухоль;;;;;;;;;;
ACCF3DDD-9CF4-906C-4693-D62D9D9C1140;Как улучшить свертываемость крови;PYWVNiXleCo;;;;;;;;;
0BDFE5E1-EB44-B237-DDB2-6C23D0B3758F;Как снять отек после снятия гипса;Kp54B2zrvCE;;;;;;;;;
2143994C-6F73-87ED-95AF-E81C82788BBF;Как избавиться от сколиоза;aAvaqt_eGQ0;;;;;;;;;
18D0EE52-1949-F254-B55D-9A02D1D37802;Как убрать запор;_pjfBqNfGCI;;;;;;;;;
365A0D5C-23E3-F859-2A25-5FF8FDC386BF;Как расслабить кишечник;;;;;;;;;;
485280CF-E2CD-F99F-7BE1-185B3E55A5EC;Как увеличить сердцебиение;;;;;;;;;;
E61658A1-90E3-5EFC-76F6-1B4C73044487;Как выпрямить кривые зубы;Xr0EK-xtHAM;;;;;;;;;
7D17CF66-2A1E-CB2D-B964-C9D00A056531;Как снять гипертонус матки;PLhUdgfd3dA;;;;;;;;;
DC902B4F-C292-8085-C40B-C535D2A5DE39;Как сбить высокую температуру при гриппе;;;;;;;;;;
E07D268B-B381-B48A-EDB7-0C9F9EB40599;Как снять боль после удаления зуба;;;;;;;;;;
F10A4693-F4F5-5092-7F07-F772D47F9CE1;Как снять раздражение глаз;9nwYK8X_gHY;;;;;;;;;
7DE05A44-34C5-AFD3-D20B-0A42FDDA5155;Как беречь органы чувств;;;;;;;;;;
D7246ED2-090E-A733-CD83-3BC66DC69FF9;Как вывести бородавки;ImJd5wlckoM;;;;;;;;;
266BFCFF-EC38-4021-FE47-F5EC37395AAB;Как уменьшить белок в моче;;;;;;;;;;
260248F2-BB36-A059-CB96-5D3F7DA154B3;Как восстановить волосяную луковицу;aw8o7Gl8Xj0;;;;;;;;;
AD207807-EFB0-214A-B715-C4981C4F8BF4;Как уменьшить андрогены;;;;;;;;;;
