"GUID идентификатор элемента";"Название элемента";"Путь для раздела";"Адрес (youtube)";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1";
"B0F2BCED-813E-E4FE-3FA5-EB4D0B5AA00A";"Как оформить налоговый вычет  на детей в 2017 году";"kak-oformit-nalogovyy-vychet-na-detey";"https://www.youtube.com/watch?v=fFwmPOisZWw&sa=U&ved=0ahUKEwjw9KGNvc3XAhUSJ1AKHdmhBtAQtwIIFjAA&usg=AOvVaw3u5BXzumphBZWDf_RdA2mi";"Налоговый вычет на детей в 2017 году: размеры, оформление";"null";"22 ноя 2016 ... Предоставление налогового вычета на детей в 2017 году. Размер вычета. Как оформить получение вычета в этом году, необходимые ...";"Налоговый вычет на ребенка в 2017 году - Главная книга";"null";"Налоговый вычет на ребенка в 2017 году. Актуально на: 31 января 2017 г. Доходы физлиц, облагаемые НДФЛ по ставке 13%, могут быть уменьшены на ...";"Налоговый вычет на ребенка в 2017 году";"null";"13 мар 2017 ... Вычеты на детей по НДФЛ в 2017 году, изменения: как изменился размер ... Изменения в налоговом законодательстве с 1 января 2017 года в России ... Оформите годовую подписку - 155 дней читайте бесплатно!";"Налоговый вычет на детей в 2017 году: размеры лимиты";"null";"22 мар 2017 ... Какие размеры и лимиты стандартных налоговых вычетов на детей в 2017 году: таблица.";
"C76C75B6-FB81-ADD2-57BC-8D5D31CD42A3";"Как заполнять декларацию по подоходному налогу";"kak-zapolnyat-deklaraciyu-po-podohodnomu-nalogu";"WVV9HrVWi0Y";"Декларация по подоходному налогу ДНР | Антон Ястремский";"null";"Декларация по подоходному налогу ДНР подается ежемесячно до 15 числа ... Да, налоговики посчитали, что заполнять одни и те же цифры два раза в ...";"Новый форма отчёта по подоходному налогу!!! - 5 Января 2016 ...";"null";"5 янв 2016 ... Порядок заполнения и представления налоговой декларации по подоходному налогу скачать тут, Необходимо обратить внимание на ...";"Порядок заполнения и представления субъектами ...";"null";"имеющими наемную силу, налоговой декларации по подоходному налогу. I. Общие положения. 1.1. Настоящий Порядок регламентирует правильность ...";"Декларация по подоходному налогу ДНР Налогообложение и ...";"null";"УТВЕРЖДЕНО Приказом Министерства доходов и сборов Донецкой Народной Республики от 24.02.2016 № 52 Порядок заполнения и представления ...";
"DBE53F90-239E-3773-9373-88B35E0FF218";"Как можно получить вычет при покупке жилья в 2017 году";"kak-mozhno-poluchit-vychet-pri-pokupke-zhilya";"https://www.youtube.com/watch?v=wtzvB5nQiII&sa=U&ved=0ahUKEwju2YjCvc3XAhXRY1AKHUlEA1UQtwIIFjAA&usg=AOvVaw39UjtMRaLsh9qTCCZRmrlx";"Налоговый вычет в 2017 году | Всё про НДФЛ";"null";"12 янв 2017 ... Получить вычет можно, обратившись в налоговую инспекцию по месту ... Сдать декларацию 3-НДФЛ в 2017 году можно следующими способами: ... Максимальная сумма налогового вычета при покупке жилья ...";"Возврат налога при покупке квартиры в 2017 году | ПапаЮрист.ру";"null";"Для того чтобы успешно вернуть налог при покупке квартиры важно соблюсти ... получать налоговый вычет сразу с нескольких работодателей (в случае ... входит установление размеров налогового вычета, а их возврат можно ...";"Налоговый вычет в 2017 году при покупке квартиры ...";"null";"27 мар 2017 ... Всё про налоговый вычет за 2016 год при покупке квартиры. Сумма ... Сколько можно вернуть налог с покупки квартиры: максимальная сумма возврата. ... Со второго жилья и последующих получить его уже нельзя.";"Налоговый вычет при покупке квартиры/дома - 2017 | Верни Налог";"null";"Вся процедура получения вычета обычно занимает от двух до четырех ...";
"7B63F82A-2D12-6706-61E7-6412FA5C0A70";"Как возместить НДФЛ за обучение в 2017 году";"kak-vozmestit-ndfl-za-obuchenie";"-v0oSa3_QTs";"Налоговый вычет за обучение - 2017 | Верни Налог";"null";"Информация по социальному налоговому вычету на обучение: в каких ... Он поможет оформить декларацию 3-НДФЛ и другие документы на вычет ... то в 2017 году Вы можете вернуть себе налог только за 2014, 2015 и 2016 годы.";"Вычет за обучение в 2017 году | Всё про НДФЛ";"null";"4 фев 2017 ... Как получить вычет за обучение в 2017 году: какую сумму налога можно вернуть, какие расходы на обучение можно возместить, ...";"Получите налоговую скидку на обучение | Consulting & Brokerage";"null";"22 мар 2017 ... Как рассчитать налоговую скидку на обучение, какие документы подать в ... Получить возмещение (налоговую скидку) по расходам на образование в 2016 году можно до 31 декабря 2017 года включительно. +.";"Если человек в 2016 году платил за обучение своего ребенка ...";"null";"28 фев 2017 ... Если человек в 2016 году платил за обучение своего ребенка, ему ... получить часть уплаченного налога на доходы физических лиц. ... Если человек в 2016 году уплатил все положенные налоги, то в 2017-м имеет ...";
"A0464976-FA30-325E-6B14-3F0E7BB2E101";"Как найти добавленную стоимость";"kak-nayti-dobavlennuyu-stoimost";"qP41xy8dAso";"Как определить добавленную стоимость Финансы Другое";"null";"Добавленная стоимость продукции – величина, отражающая вклад предприятия в реализуемые им товары.";"Как рассчитать добавленную стоимость величина добавленной ...";"null";"Как правило, цель каждого предприятия заключается в получении прибыли.";"Как определить величину добавленной стоимости валовая ...";"null";"Налог на добавленную стоимость является косвенным многоступенчатым налогом, он взимается с каждого акта продажи, начиная от стадии ...";"Задача №18. Расчёт добавленной стоимости - ecson.ru";"null";"Расчёт добавленной стоимости. Основные макроэкономические показатели. Фирма по производству автомобилей приобрела у сталелитейной фирмы ...";
"020DC535-CF4C-54AE-838B-C5C7B0912CAD";"Как можно перейти на упрощенную систему в 2017 году";"kak-mozhno-pereyti-na-uproshchennuyu-sistemu";"wyEN3RVzGbQ";"Переход на упрощённую систему налогообложения в 2017 году";"null";"Переход на упрощённую систему налогообложения в 2017 году .... перевести в середине года на УСН уже существующий бизнес можно только с ЕНВД.";"Переход на единый налог - 2017 - Бухучет";"null";"Следовательно, они могут получить отказ от ГНИ о переходе на упрощенную систему, еcли в календарном году он работал на упрощенной системе, ...";"Переход на УСН в 2016 году и с 2017 года: условия и новые ...";"null";"14 сен 2016 ... Переход на УСН с ОСНО или ЕНВД, переход на упрощенку для ... Прежде чем узнать про особенности перехода на упрощенную систему налогообложения для каждой из ... Чтобы перейти на УСН с 2017 года, сумма дохода за 9 месяцев ... В дальнейшем можно сменить выбранный объект.";"Переход на УСН с 2017 года: заявление, сроки подачи — СКБ ...";"null";"19 дек 2016 ... С 2017 года существенно увеличиваются лимиты доходов для УСН, ... переход на упрощенную систему, подав уведомление вместе с пакетом .... систему налогообложения (форма № 26.2-1) можно скачать здесь.";
"0564EFD8-A99D-A6E4-94A4-BDF5AF3067FD";"Как определить таможенную пошлину";"kak-opredelit-tamozhennuyu-poshlinu";"https://www.youtube.com/watch?v=zbclhPGk0Fk&sa=U&ved=0ahUKEwiZn7mMvs3XAhVMbVAKHRqeC6IQtwIIFjAA&usg=AOvVaw1rbzDLoMfIfiSxjFHLeV5I";"Расчет суммы таможенных пошлин и налогов, подлежащих - ВДНК";"null";"";"Расчет суммы таможенных пошлин и налогов, подлежащих - ВДНК";"null";"Дан пример расчета таможенной пошлины и налога на добавленную стоимость для определения суммы обеспечения по книжке МДП - TIR Carnet.";"Таможенный калькулятор. Рассчитать таможенные платежи";"null";"Рассчитать таможенные платежи. Таможенный калькулятор. Расчет таможенных платежей. Данные для расчета. Физическое лицо. Юридическое лицо.";"Рассчитать таможенные платежи | расчет пошлины Украина ...";"null";"Онлайн расчет таможенных платежей по соответствующему коду товара при ввозе в Украину.";
"58560DC3-9BF6-6665-FEFC-DC41AAE80457";"Как минимизировать прибыль";"kak-minimizirovat-pribyl";"nUk0JpX_TNQ";"10 способов уменьшения налога на прибыль";"null";"10 способов уменьшения налога на прибыль\r\n(И. Угланова, \ ... организации основывается на трех подходах к минимизации налоговых платежей:.";"Дебет-Кредит № 03 :: Как уменьшить налог на прибыль";"null";"21 янв 2002 ... Как уменьшить налог на прибыль. Для начала: правильно сформировать амортизационную политику предприятия и политику оценки ...";"Как уменьшить налог на прибыль: способы, примеры 2017";"null";"Налог на прибыль в отдельных случаях может стать меньше. Как уменьшить налог на прибыль? Какие существуют способы? Поговорим подробнее.";"Как уменьшить налог на прибыль на сумму налога, уплаченную ...";"null";"26 сен 2017 ... Сумма налога с прибыли, полученной из иностранных источников и уплаченной в течение года за рубежом таким плательщиком, ...";
"9DC5AD92-6CFF-4386-6737-DEE833B5E335";"Как определить код бюджетной классификации";"kak-opredelit-kod-byudzhetnoy-klassifikacii";"https://www.youtube.com/watch?v=grW1nr7xjfk&sa=U&ved=0ahUKEwj5za23vs3XAhWFKVAKHY9eDwUQtwIIFjAA&usg=AOvVaw3fSJ7Wnti7qRlDyHCbgnCj";"Коды бюджетной классификации.: КБК 2017";"null";"КБК 2017: Коды бюджетной классификации.НДФЛ, Налог на прибыль, Госпошлина, Пенсионный фонд, НДС, Транспортный налог, ЕСН, ФСС, ФФОМС, ...";"Коды бюджетной классификации (КБК) 2017";"null";"Коды бюджетной классификации (КБК) 2017 ...... Согласно этому документу, КБК определяется как группировка расходов, доходов и источников ...";"Коды бюджетной классификации — Народная бухгалтерская ...";"null";"24 ноя 2016 ... Коды бюджетной классификации (КБК) — 20-значные коды, используемые для учета доходов и расходов бюджетов всех уровней в ...";"Как узнать КБК? - «Моё дело»";"null";"При перечислении в бюджет сумм налогов и сборов, а также осуществлении иных платежей в пользу бюджета, организации и индивидуальные ...";
"DD4B0E8B-0171-1D21-EEC7-542AAAAD2A47";"Как платить таможенные пошлины";"kak-platit-tamozhennye-poshliny";"https://www.youtube.com/watch?v=z1HL8mcMLKg&sa=U&ved=0ahUKEwjqttbRvs3XAhVJalAKHTDJBE4QtwIIFjAA&usg=AOvVaw0UjX3Au4HVXNUvQ1xqzxPv";"Как обойти таможенные сборы при покупке товаров из-за ...";"null";"Это должны знать все люди, которые покупают товар из-за границы. Что делать, чтобы не платить пошлину, когда общая стоимость посылки более 300 ...";"Украинская таможня в действии | ShopInfo - форум о покупках через ...";"null";"Основное положение: Обложению таможенной пошлиной не подлежат ..... превышения лимита необходимо будет оплатить таможенную пошлину (10 % ...";"Таможенные пошлины – всё, что вы хотели знать, но боялись ...";"null";"7 сен 2016 ... Таможенные пошлины – всё, что вы хотели знать, но боялись спросить - Университет ... Оплатить пошлину, если вы превысили лимит";"Таможенная пошлина и налоги | - myMeest.com";"null";"Таможенные платежи в данном случае составят: Пошлина 35 евро + НДС 77 евро .... Дополнительная оплата за курьерскую доставку не взимается.";
"A70A766D-1C6A-D06A-D7D1-146E7542D74E";"Как вернуть излишне уплаченную сумму";"kak-vernut-izlishne-uplachennuyu-summu";"c2byblaqrqM";"Я хочу вернуть сумму излишне уплаченного налога или ...";"null";"В соответствии со ст. 78 НК РФ сумма излишне уплаченного налога подлежит возврату по письменному заявлению (заявлению, представленному в ...";"Возврат излишне ошибочно уплаченных налогов в Украине, как ...";"null";"Можно ли вернуть излишне уплаченный налог и ЕСВ. ... Излишне и ошибочно уплаченные суммы подоходного налога подлежат возврату из бюджета ...";"Как вернуть авансовые платежи по налогу на прибыль? / новости ...";"null";"6 фев 2017 ... 43.3 НКУ в случае наличия у налогоплательщика налогового долга, возврат ошибочно и/или излишне уплаченной суммы денежного ...";"Порядок возврата излишне уплаченного НДФЛ в 2017 году ...";"null";"10 апр 2017 ... Как вернуть (зачесть) переплату по НДФЛ организации ... зачете или возврате суммы излишне уплаченного налога может быть подано ...";
"3D01D111-6877-93F9-914F-AFAD1FCEE932";"Как написать заявление  в налоговую в 2017 году";"kak-napisat-zayavlenie-v-nalogovuyu";"https://www.youtube.com/watch?v=mdsUAJ2xq1Q&sa=U&ved=0ahUKEwigiI2Hv83XAhWQb1AKHWTyCRcQtwIIFjAA&usg=AOvVaw1pkc-vrAIs9x0Ptxjqr4Cg";"Образец заявления об уточнении налогового платежа (ошибка в ...";"null";"15 мар 2017 ... Образец заявления об уточнении налогового платежа (ошибка в КБК) .... в платежном поручении в 2017 годуОсновные коды налогового ...";"Как написать заявление в налоговую: общие правила и частные ...";"null";"11 окт 2017 ... Образец заявления в налоговую о получении ИНН ... С 31 марта 2017 года возврат излишне уплаченного НДФЛ, а также возврат ...";"Заявление о возврате суммы излишне уплаченного налога ...";"null";"Это связано с тем, что с 2017 года ... Далее приведем образец заявления о ...";"Заявление на возврат излишне уплаченного налога: образец в ...";"null";"3 ноя 2017 ... Здесь вы скачаете бланк 2017 и посмотрите образец заполнения заявления в 2017 году, узнаете о сроках подачи заявления и возврата ...";
"AFD89F71-4DD8-5CD9-4603-3BBDC3C64E27";"Как делать налог на прибыль в 2017 году";"kak-delat-nalog-na-pribyl";"Vvv-ljpcRJI";"Налог на прибыль в Украине 2017,как рассчитать,ставка,порядок ...";"null";"С 1 января 2017 года в Украине вступили изменения в Налоговый кодекс Украины. Изменения коснулись в том числе и такого базового налога, как ...";"Налог на прибыль в 2017 году в Украине. Ставка налога: как ...";"null";"Что такое налог на прибыль организаций и предприятий и как он рассчитывается в 2017 году? Детальная информация о проверке, примеры расчета в ...";"Налог на прибыль предприятий в 2017 году в Украине - Maanimo";"null";"30 май 2017 ... Плательщики и ставка налога на прибыль, период и сумма выплат. Неприбыльные организации. Оптимизация налогообложения.";"Ставки налога на прибыль в 2017 году для юридических лиц";"null";"12 сен 2017 ... Декларация по налогу на прибыль за 3 квартал 2017 года: новая форма, .... Делать перерасчет авансов за этот период не надо.";
"C05EDEBE-A8EF-7C9A-EFC0-ADB9051C84E4";"Как вернуть деньги из бюджета";"kak-vernut-dengi-iz-byudzheta";"https://www.youtube.com/watch?v=CDiJG407_QA&sa=U&ved=0ahUKEwjr-u7Dv83XAhWJLFAKHQK2DtkQtwIIFjAA&usg=AOvVaw2B7S2ry5dEadwm_jgnmbcj";"Как вернуть деньги ошибочно уплаченные в бюджет ... - ФИОКАН";"null";"Как вернуть деньги ошибочно уплаченные в бюджет (госпошлина)?. Многие из нас сталкивались с ситуацией, когда приходилось оплачивать квитанции ...";"О возврате ошибочно или излишне уплаченных в госбюджет ...";"null";"В таком случае необходимо запустить процесс возврата денег. ... о возврате денежных средств из бюджета в соответствующий орган Казначейства ... допущена ошибка такого характера, возможность вернуть деньги существует.";"Как возвращать средства, ошибочно или излишне зачисленные ...";"null";"8 окт 2013 ... Возврат ошибочно или излишне зачисленных в бюджет платежей в ... реквизитов счета получателя средств или наличными деньгами.";"За что вам могут вернуть деньги из бюджета. - Александр ...";"null";"За что вам могут вернуть деньги из бюджета. 2 июн, 2014 в 8:22. Красавчик zarajsky. Все уже привыкли к тому, что часть денежных средств, ...";
"A1E47D9B-5D32-664D-ABEA-A84032C46D25";"Как оплатить таможенную пошлину";"kak-oplatit-tamozhennuyu-poshlinu";"CLbDJtk8-gw";"Украинская таможня в действии | ShopInfo - форум о покупках через ...";"null";"... таможенный лимит, таможенные пошлины, запрещенные товары к ... случае превышения лимита необходимо будет оплатить таможенную пошлину ...";"Оплата пошлин и налогов, таможенные сборы на товары ...";"null";"Налоги и пошлины | Руководство по таможенным налогам и сборам для ... Вы обязаны оплатить любые входящие пошлины и налоги, которые Ваш ...";"Таможенные пошлины, оплата пошлины. Пути и решения.";"null";"Таможенные пошлины, оплата пошлины. Пути и решения. Посредник http:// zakaztovarov.net -решение таможенных вопросов в России, Украине, ...";"Таможенная пошлина и налоги | - myMeest.com";"null";"Таможенные платежи в данном случае составят: Пошлина 35 евро + НДС 77 евро ... отправит сообщение о начислении пошлин и способы его оплаты.";
"CBAD4B86-CC56-8322-789B-271E97409478";"Как перейти с ЕНВД на общий режим";"kak-pereyti-s-envd-na-obshchiy-rezhim";"https://www.youtube.com/watch?v=z9h41gaUla4&sa=U&ved=0ahUKEwjFsJbcv83XAhXGLlAKHaKeDA4QtwIIFjAA&usg=AOvVaw23bwl3wnrd7M07B7MqEn3L";"Как перейти с ЕНВД на общую систему налогообложения ...";"null";"в связи с отменой в муниципальном образовании режима ЕНВД в ... Ситуация: должна ли организация – плательщик ЕНВД перейти на общую систему .... по общим правилам, которые прописаны в главе 25 Налогового кодекса РФ.";"С ЕНВД на ОСН: проблемы переходного периода - Версия для ...";"null";"346.26 НК РФ), но и не дает возможности перейти на «упрощенку» (подп. ... Тем же, у кого общий режим наряду с ЕНВД не применялся, необходимо ...";"Как ИП перейти с ЕНВД на общий режим налогообложения?";"null";"Каков порядок снятия ИП с учета в качестве плательщика ЕНВД? ... Переход на общий режим налогообложения с деятельности по упрощенной системе ...";"Переход с ЕНВД на УСН или общий режим - Главбух";"null";"8 дек 2014 ... В настоящее время применять вмененку можно в добровольном порядке. А значит, есть возможность перейти на другую систему ...";
"5B1E2ADD-92B5-E8B7-F05F-DD0E1FB42DB5";"Как отправить отчет в налоговую в 2017 году";"kak-otpravit-otchet-v-nalogovuyu";"https://www.youtube.com/watch?v=m9Sf7e0Ey70&sa=U&ved=0ahUKEwjA9ODyv83XAhURYVAKHRe9B3wQtwIIFjAA&usg=AOvVaw0Dq1VuxjGZEowAja9jXT-u";"Как бесплатно отправлять отчетность в электронном виде | ProKey";"null";"Возможно ли будет отправлять электронную отчетность в налоговую и другие ... Для того, чтобы отправлять отчеты по электронной почте и принимать квитанции, нужно .... Оновлення EDZV Єдине вікно 1.25.25 - 14.11. 2017 года.";"Отчетность / Учет и отчетность | «Дебет-Кредит ...";"null";"Предприятие потеряло статус малого: какой отчет составлять? ... 9 ноября - предельный срок представления отчетности за III квартал 2017 года.";"Отчетность предпринимателя на едином налоге в 2017 году ...";"null";"1-я группа и 2-я группа в 2017 году Подает годовой отчет за 2016 год до 01 ... Жалуйтесь. Посылайте отчет по почте, но не забывайте, что отчет нужно отправить по ... Отчет подается в налоговую лично предпринимателем или по ...";"Сроки сдачи отчетности в 2017 году таблицей в ПФР, ФСС в ...";"null";"В таблицах приведены сроки и виды отчетов для ООО на УСН, ОСНО и ЕНВД. ... В 2017 году расчет сдается в налоговую до 20 января. .... календарем бухгалтера на 2017 года, чтобы вовремя подготовить и отправить отчетность.";
"1A335BD8-A50B-3ABB-C07E-6482B9A90916";"Как вернуть 13 процентов за квартиру";"kak-vernut-13-procentov-za-kvartiru";"hxZG0_YWcOs";"Налоговый вычет при покупке квартиры/дома - 2017 | Верни Налог";"null";"";"Возврат 13 процентов от покупки квартиры - Налогия";"null";"Чтобы получить такой вычет (и вернуть свои 13 процентов), как правило, ... В числе этих документов, как правило, - налоговая декларация за тот год, ...";"Налоговый вычет при покупке квартиры/дома - 2017 | Верни Налог";"null";"Когда нужно подавать документы и за какой период можно вернуть налог? ... также вернуть 13% от ипотечных процентов и некоторых других расходов).";"Возврат подоходного налога (13 процентов) при покупке ...";"null";"Чтобы получить возврат 13% НДФЛ ...... выплату 13 процентов за ...";
"327F9926-3974-3A2E-8708-425EBC9B7424";"Как отразить пени по налогам";"kak-otrazit-peni-po-nalogam";"https://www.youtube.com/watch?v=hLqj8sSxVeA&sa=U&ved=0ahUKEwiu37CTwM3XAhUSZFAKHQplBwwQtwIIFjAA&usg=AOvVaw0IQNgdOYIjEbUAsN2IsuB4";"Начисление пени по налогам - проводки: прибыль, НДС, НДФЛ ...";"null";"Как оплатить штрафы по самым популярным налогам: на прибыль, НДС, НДФЛ, ... Мнение о том, что суммы перечисленных пеней нужно отражать по  ...";"НДС: бухвопросы. Бухгалтер 911, № 25, Июнь, 2016 | iFactor";"null";"25 июн 2016 ... ... 2912 предусмотрен субсчет 948 «Признанные штрафы, пени, .... Этот пункт предписывает отражать начисленный НДС в составе ...";"Пени по налогам: на каком счете учитывать и как отражать в ...";"null";"Одни специалисты считают, что пени нужно отражать на счете 99 «Прибыли и убытки». Ведь они по своей сути близки к налоговым санкциям, которые ...";"Штрафы и пени по налогам: учет и проводки — Редакция от ...";"null";"14 мар 2017 ... Как отразить в учете пени по налогу. Пени не относятся к налоговым санкциям, а поэтому их учет мы рассмотрим отдельно. Пеня — это ...";
"B16A1030-D093-2C80-3989-FCFACE1E8D20";"Как перейти на единый налог в 2017 году";"kak-pereyti-na-edinyy-nalog";"9IR2uzkDRTE";"Переход на единый налог - 2017 - Бухучет";"null";"Переход на единый налог: когда и как переходить с общей системы и из ... еcли в календарном году он работал на упрощенной системе, отказался от ...";"Единый налог в 2017 году в Украине: что это такое? - Maanimo";"null";"21 июл 2017 ... С начала 2017 года система налогообложения подверглась некоторым изменениям, при этом размер ставок единого налога остался ...";"Переход с общей системы на единый налог — Справочная ...";"null";"Перейти с общей системы налогообложения на упрощённую можно с любого квартала, но только один раз в течение календарного года (пп. 298.1. 4 ...";"Заявление на единый налог 2017,сроки подачи,получить ...";"null";"Сроки подачи заявления на единый налог 2017, переход на упрощенную систему ... решение перейти на упрощенную систему и платить единый налог. ... года, вместо получения всем привычного свидетельства единого налога, ...";
"53675BF1-F9A2-B03E-0DDF-E938D4EB6456";"Как организации встать на учет в налоговой";"kak-organizacii-vstat-na-uchet-v-nalogovoy";"https://www.youtube.com/watch?v=sT2fcdN6SwE&sa=U&ved=0ahUKEwigzrXRwM3XAhXIhrQKHWboCdkQtwIIFjAA&usg=AOvVaw1o5hIHLxsX2m8txf3TQ_rq";"Постановка фирмы на учет в налоговой инспекции по месту ...";"null";"29 янв 2014 ... Они должны встать на учет в налоговых инспекциях по месту .... означает, что «Атлант» встал на учет в качестве организации впервые.";"Постановка на учет в налоговой инспекции филиалов";"null";"83 НК РФ в целях проведения налогового контроля организации подлежат ... расположенные на территории РФ, обязана встать на учет в налоговом ...";"Постановка на учет налогоплательщиков. Вісник. Офіційно про ...";"null";"12 апр 2013 ... Представительством зарубежной компании, организации является ... На учете в налоговых органах находятся договоры управления ...";"НАЛОГИ. Постановка на налоговый учет без заявления ...";"null";"... обязана встать на учет в качестве налогоплательщика в налоговом органе, как по ... В новой редакции п.3 ст.83 НК РФ постановка на учет организации в ... организациям свидетельства о постановке на учет в налоговых органах.";
"FEC45D3C-51E5-3C8F-5A34-AB42A7636E32";"Как платить налог с продажи доли в квартире";"kak-platit-nalog-s-prodazhi-doli-v-kvartire";"https://www.youtube.com/watch?v=o6pTPo35INA&sa=U&ved=0ahUKEwi6idbkwM3XAhVNZFAKHcDGDykQtwIIFjAA&usg=AOvVaw2uz0Kl83N4kD5kwg-ezH5p";"Налог на продажу доли в квартире | Ваши налоги -";"null";"Зачастую продавец обязан заплатить налог с продажи доли в квартире. Почему «зачастую», а не всегда? Все зависит от трех факторов: 1.";"Уплата налога с продажи доли квартиры - Форум УФНС России по ...";"null";"5 июн 2013 ... Моя доля от продажи квартиры составит 600 тысяч.рублеи. Нужно ли мне платить налог? Или будет достаточно подать декларацию?";"Налог с продажи доли в квартире на 4 собственников";"null";"Необходимо ли собственникам платить налог с продажи долей в квартире разъяснили квалифицированные юристы нашего сервиса.";"Уплата налога при продаже доли ребенка - советы риэлторов - ЦИАН";"null";"5 сен 2014 ... Собственники приняли решение о продаже квартиры. Нужно ли мне, как законному представителю ребенка, платить налог с доли ...";
"12CED3C8-C906-06ED-CD50-BDDFFA9C2025";"Как определить свободную отпускную цену с НДС";"kak-opredelit-svobodnuyu-otpusknuyu-cenu-s-nds";"http://stud-time.ru/finansy-predpriyatiya/otpusknaya-cena-produkcii-esli-dani-sebestoimost-produkcii-i-rentabelnost-produkcii.html&sa=U&ved=0ahUKEwjRss7-wM3XAhUEIlAKHZRkAFsQFggVMAA&usg=AOvVaw0oVWLJXhTNZhorui0OFBf5";"Как определить свободную отпускную цену с НДС свободная ...";"null";"Свободная отпускная цена включает в себя все затраты, связанные с производством или закупкой, оплатой труда, транспортных расходов, налогов, ...";"Помгите, определить свободную отпускную цену товара если ...";"null";"Mail.RuПочтаМой МирОдноклассникиИгрыЗнакомстваНовостиПоискВсе проектыВсе проекты.";"Как определить розничную цену? - Economist-info.ru";"null";"17 янв 2012 ... Свободная отпускная цена с НДС 156 руб. ... Я так понимаю сначала нужно определить Отпускную цену, а для этого необходимо знать ...";"Определение величины отпускной цены продукции, выпущенной ...";"null";"Определить отпускную цену продукции и прибыль предприятия, имея такие данные: ... расходы предприятия, рентабельность продукции, ставка НДС.";
"89C0D42A-1700-3979-03E4-DAA066010D9F";"Как начислять налог на прибыль организации в 2017 году";"kak-nachislyat-nalog-na-pribyl-organizacii";"GVu9QqtUIJY";"Налог на прибыль в 2017 году в Украине. Ставка налога: как ...";"null";"С января 2016 года, ... Изменения, касающиеся уплаты налога на прибыль в 2016 году, внесены Законом ... на прибыль организаций в 2016 году.";"Налог на прибыль в Украине 2017,как рассчитать,ставка,порядок ...";"null";"Неприбыльные организации, бюджетные учреждения и плательщики единого налога не ... В 2017 году ставка налога на прибыль составляет 18%.";"Налог на прибыль предприятий в 2017 году в Украине - Maanimo";"null";"... налога на прибыль в 2017 году ... на прибыль облагаются организации, чей  ...";"Налог на прибыль – 2017, Украина: Налогообложение прибыли ...";"null";"Налог на прибыль - 2017 : доходы, расходы, начисление, уплата, изменения, ... Bидео Финансовая отчетность и декларация пo налогу на прибыль зa 2016 год. ..... 14 oт 26.03.2013 налогообложение общественных организаций.";
"4D459435-A74D-D88F-E598-C6F9E5A9A8F8";"Как вернуть деньги с таможни";"kak-vernut-dengi-s-tamozhni";"https://www.youtube.com/watch?v=ObaQpwM86hA&sa=U&ved=0ahUKEwjw3qCrwc3XAhXEYlAKHdxjAssQtwIIFjAA&usg=AOvVaw08d7h4avD08y8xgEalmeks";"Как вернуть деньги с таможни. | О логистике и ВЭД";"null";"21 мар 2016 ... При декларировании товаров на таможне на момент подачи декларации вы должны предварительно уплатить таможенные пошлины ...";"Возврат излишне уплаченных таможенных платежей и отмена решения ...";"null";"Хотим вернуть излишне уплаченные там.платежи. .... Таможня возвращает вам деньги и делает лист корректировки к таможенной ...";"Как вернуть деньги с таможни Налоги - KakProsto.ru";"null";"Как вернуть деньги с таможни. В соответствии с текущим законодательством у граждан РФ есть право на возврат неправильно уплаченных ...";"Форум ВЭД. Как вернуть деньги из бюджета? - MDOffice";"null";"8 июн 2015 ... В ответ мы получили сообщение таможни: Предостаставили дополнительные документы. Естественно таможня не удовлетворилась ...";
"51317CD7-099B-AE65-BC0B-8925E407049B";"Как подать документы на налоговый вычет в 2017 году";"kak-podat-dokumenty-na-nalogovyy-vychet";"https://www.youtube.com/watch?v=Wuyi8737YNM&sa=U&ved=0ahUKEwjW74e_wc3XAhUBblAKHYoGAXYQtwIIFjAA&usg=AOvVaw2IseO41_Hg6-DAfZBdCOtY";"Налоговый вычет в 2017 году | Всё про НДФЛ";"null";"12 янв 2017 ... Налоговый вычет 2017 года могут заявить граждане, ... жилья, срок подачи документов на возмещение в течение года не ограничен.";"Имущественный вычет в 2017 году: особенности оформления";"null";"На вычет можно подать в течение всего года. ... по срокам подачи в течение года нет. ... подает документы только на вычет. ... При подаче лично в налоговую ...";"Документы на налоговый вычет в 2017 году при покупке ...";"null";"21 мар 2017 ... Какие нужны документы на налоговый вычет по НДФЛ в 2017 году ... Возврат НДФЛ в 2017 году: документы при покупке квартиры в ипотеку ... он вправе подать в свою территориальную инспекцию декларацию по ...";"Когда подавать декларацию на вычет после покупки квартиры?";"null";"Срок 30 апреля для подачи ... получить налоговый вычет - срок подачи 30 ... года (например, в 2017 году будет ... оформил документы и подал их в ...";
